graph_id,sheet_id,status,reason,n_rooms,n_doors,integrity_passed
APT_FP_b8dee4b2_17446927_u0,APT_FP_b8dee4b2_17446927,ok,,2,1,True
APT_FP_b8dee4b2_17446927_u1,APT_FP_b8dee4b2_17446927,ok,,19,12,True
APT_FP_b8dee4b2_17446927_u2,APT_FP_b8dee4b2_17446927,ok,,3,2,True
APT_FP_b8dee4b2_17446927_u3,APT_FP_b8dee4b2_17446927,ok,,2,1,True
APT_FP_b64c3806_223495_u0,APT_FP_b64c3806_223495,ok,,5,4,True
APT_FP_b252d8bd_17441963_u0,APT_FP_b252d8bd_17441963,ok,,3,2,True
APT_FP_24a38da7_17446927_u0,APT_FP_24a38da7_17446927,ok,,3,2,True
APT_FP_24a38da7_17446927_u1,APT_FP_24a38da7_17446927,ok,,3,2,True
APT_FP_24a38da7_17446927_u2,APT_FP_24a38da7_17446927,ok,,3,2,True
APT_FP_24a38da7_17446927_u3,APT_FP_24a38da7_17446927,ok,,8,6,True
APT_FP_ef15656f_17434935_u0,APT_FP_ef15656f_17434935,ok,,4,3,True
APT_FP_0b8d5694_17446927_u0,APT_FP_0b8d5694_17446927,ok,,9,7,True
APT_FP_0b8d5694_17446927_u1,APT_FP_0b8d5694_17446927,ok,,2,1,True
APT_FP_52bbc094_17441963_u0,APT_FP_52bbc094_17441963,ok,,2,1,True
APT_FP_779f4a57_337980_u0,APT_FP_779f4a57_337980,ok,,3,2,True
APT_FP_eed017a3_17438514_u0,APT_FP_eed017a3_17438514,ok,,5,5,True
APT_FP_6f47f844_316696_u0,APT_FP_6f47f844_316696,ok,,2,1,True
APT_FP_2b35b3f2_17446927_u0,APT_FP_2b35b3f2_17446927,ok,,19,12,True
APT_FP_2b35b3f2_17446927_u1,APT_FP_2b35b3f2_17446927,ok,,2,1,True
APT_FP_2b35b3f2_17446927_u2,APT_FP_2b35b3f2_17446927,ok,,2,1,True
APT_FP_ea45ffd3_17447720_u0,APT_FP_ea45ffd3_17447720,ok,,16,10,True
APT_FP_ea45ffd3_17447720_u1,APT_FP_ea45ffd3_17447720,ok,,13,9,True
APT_FP_5d10299f_17435728_u0,APT_FP_5d10299f_17435728,ok,,5,4,True
APT_FP_3ee1b043_17446927_u0,APT_FP_3ee1b043_17446927,ok,,4,3,True
APT_FP_3ee1b043_17446927_u1,APT_FP_3ee1b043_17446927,ok,,3,2,True
APT_FP_3ee1b043_17446927_u2,APT_FP_3ee1b043_17446927,ok,,3,2,True
APT_FP_3ee1b043_17446927_u3,APT_FP_3ee1b043_17446927,ok,,8,6,True
APT_FP_bec528c1_314098_u0,APT_FP_bec528c1_314098,ok,,2,1,True
APT_FP_296fd168_17446927_u0,APT_FP_296fd168_17446927,ok,,10,8,True
APT_FP_296fd168_17446927_u1,APT_FP_296fd168_17446927,ok,,4,3,True
APT_FP_296fd168_17446927_u2,APT_FP_296fd168_17446927,ok,,15,10,True
APT_FP_296fd168_17446927_u3,APT_FP_296fd168_17446927,ok,,3,2,True
APT_FP_6aa78199_17438443_u0,APT_FP_6aa78199_17438443,ok,,5,4,True
APT_FP_6aa78199_17438443_u1,APT_FP_6aa78199_17438443,ok,,10,7,True
,APT_FP_765ccb75_368876,rejected,no_unit_with_entrance,18,,
APT_FP_a488de72_366288_u0,APT_FP_a488de72_366288,ok,,2,1,True
,APT_FP_dc509a2b_359194,rejected,no_unit_with_entrance,23,,
,APT_FP_64ce2e70_17446927,rejected,no_unit_with_entrance,16,,
APT_FP_82118264_17438514_u0,APT_FP_82118264_17438514,ok,,9,7,True
APT_FP_497e65c9_17434935_u0,APT_FP_497e65c9_17434935,ok,,5,3,True
APT_FP_9ff9c140_17446927_u0,APT_FP_9ff9c140_17446927,ok,,4,3,True
APT_FP_9ff9c140_17446927_u1,APT_FP_9ff9c140_17446927,ok,,2,1,True
APT_FP_9ff9c140_17446927_u2,APT_FP_9ff9c140_17446927,ok,,3,2,True
APT_FP_9ff9c140_17446927_u3,APT_FP_9ff9c140_17446927,ok,,8,6,True
APT_FP_58ba8514_17438443_u0,APT_FP_58ba8514_17438443,ok,,13,12,True
APT_FP_56cd9ef6_17446927_u0,APT_FP_56cd9ef6_17446927,ok,,20,12,True
APT_FP_56cd9ef6_17446927_u1,APT_FP_56cd9ef6_17446927,ok,,20,12,True
APT_FP_56cd9ef6_17446927_u2,APT_FP_56cd9ef6_17446927,ok,,2,1,True
APT_FP_56cd9ef6_17446927_u3,APT_FP_56cd9ef6_17446927,ok,,4,3,True
,APT_FP_0800c4e9_17446927,rejected,no_unit_with_entrance,29,,
APT_FP_896ddc08_17446927_u0,APT_FP_896ddc08_17446927,ok,,2,1,True
APT_FP_e1383fc5_17434935_u0,APT_FP_e1383fc5_17434935,ok,,3,2,True
APT_FP_153319e0_17438443_u0,APT_FP_153319e0_17438443,ok,,8,6,True
APT_FP_153319e0_17438443_u1,APT_FP_153319e0_17438443,ok,,7,6,True
APT_FP_353cea78_17438443_u0,APT_FP_353cea78_17438443,ok,,13,8,True
APT_FP_353cea78_17438443_u1,APT_FP_353cea78_17438443,ok,,9,7,True
APT_FP_ae1df10a_17447720_u0,APT_FP_ae1df10a_17447720,ok,,5,4,True
APT_FP_ae1df10a_17447720_u1,APT_FP_ae1df10a_17447720,ok,,6,5,True
APT_FP_e8e1abc0_17446927_u0,APT_FP_e8e1abc0_17446927,ok,,4,3,True
APT_FP_e8e1abc0_17446927_u1,APT_FP_e8e1abc0_17446927,ok,,3,2,True
APT_FP_e8e1abc0_17446927_u2,APT_FP_e8e1abc0_17446927,ok,,3,2,True
APT_FP_e8e1abc0_17446927_u3,APT_FP_e8e1abc0_17446927,ok,,8,6,True
APT_FP_8ad950b6_17446927_u0,APT_FP_8ad950b6_17446927,ok,,3,2,True
APT_FP_e038d159_17438443_u0,APT_FP_e038d159_17438443,ok,,10,7,True
APT_FP_e038d159_17438443_u1,APT_FP_e038d159_17438443,ok,,7,6,True
,APT_FP_8021ad11_17446927,rejected,no_unit_with_entrance,20,,
,APT_FP_0b9c39fd_17434935,rejected,no_unit_with_entrance,43,,
APT_FP_e9e773dd_17446927_u0,APT_FP_e9e773dd_17446927,ok,,10,8,True
APT_FP_e9e773dd_17446927_u1,APT_FP_e9e773dd_17446927,ok,,15,10,True
APT_FP_e9e773dd_17446927_u2,APT_FP_e9e773dd_17446927,ok,,3,2,True
APT_FP_e9e773dd_17446927_u3,APT_FP_e9e773dd_17446927,ok,,13,10,True
APT_FP_7656977e_17446927_u0,APT_FP_7656977e_17446927,ok,,15,10,True
APT_FP_7656977e_17446927_u1,APT_FP_7656977e_17446927,ok,,15,10,True
APT_FP_7656977e_17446927_u2,APT_FP_7656977e_17446927,ok,,13,10,True
APT_FP_7656977e_17446927_u3,APT_FP_7656977e_17446927,ok,,3,2,True
APT_FP_55337675_17446927_u0,APT_FP_55337675_17446927,ok,,20,12,True
APT_FP_55337675_17446927_u1,APT_FP_55337675_17446927,ok,,3,2,True
APT_FP_55337675_17446927_u2,APT_FP_55337675_17446927,ok,,3,2,True
APT_FP_55337675_17446927_u3,APT_FP_55337675_17446927,ok,,10,8,True
APT_FP_ecd7ce54_17447720_u0,APT_FP_ecd7ce54_17447720,ok,,5,4,True
APT_FP_ecd7ce54_17447720_u1,APT_FP_ecd7ce54_17447720,ok,,5,4,True
APT_FP_ecd7ce54_17447720_u2,APT_FP_ecd7ce54_17447720,ok,,6,5,True
APT_FP_55571bb5_17438443_u0,APT_FP_55571bb5_17438443,ok,,8,6,True
APT_FP_55571bb5_17438443_u1,APT_FP_55571bb5_17438443,ok,,9,7,True
APT_FP_2ef59f22_17446927_u0,APT_FP_2ef59f22_17446927,ok,,4,2,True
APT_FP_2ef59f22_17446927_u1,APT_FP_2ef59f22_17446927,ok,,19,12,True
APT_FP_2ef59f22_17446927_u2,APT_FP_2ef59f22_17446927,ok,,2,1,True
,APT_FP_c8b03178_17434935,rejected,no_unit_with_entrance,17,,
APT_FP_900d63e2_17446927_u0,APT_FP_900d63e2_17446927,ok,,6,5,True
APT_FP_900d63e2_17446927_u1,APT_FP_900d63e2_17446927,ok,,19,12,True
APT_FP_900d63e2_17446927_u2,APT_FP_900d63e2_17446927,ok,,2,1,True
APT_FP_900d63e2_17446927_u3,APT_FP_900d63e2_17446927,ok,,17,10,True
APT_FP_2248307b_17438514_u0,APT_FP_2248307b_17438514,ok,,8,5,True
APT_FP_dc6c8836_17434935_u0,APT_FP_dc6c8836_17434935,ok,,16,13,True
APT_FP_dc6c8836_17434935_u1,APT_FP_dc6c8836_17434935,ok,,6,5,True
APT_FP_5e508df1_17438443_u0,APT_FP_5e508df1_17438443,ok,,4,3,True
APT_FP_5e508df1_17438443_u1,APT_FP_5e508df1_17438443,ok,,6,5,True
APT_FP_bf187f64_17441963_u0,APT_FP_bf187f64_17441963,ok,,6,4,True
APT_FP_daa0c59a_17446927_u0,APT_FP_daa0c59a_17446927,ok,,3,2,True
APT_FP_ea6e866f_17447720_u0,APT_FP_ea6e866f_17447720,ok,,6,5,True
APT_FP_ea6e866f_17447720_u1,APT_FP_ea6e866f_17447720,ok,,5,4,True
APT_FP_ea6e866f_17447720_u2,APT_FP_ea6e866f_17447720,ok,,6,5,True
APT_FP_cb660147_17446927_u0,APT_FP_cb660147_17446927,ok,,3,2,True
APT_FP_cb660147_17446927_u1,APT_FP_cb660147_17446927,ok,,4,3,True
APT_FP_cb660147_17446927_u2,APT_FP_cb660147_17446927,ok,,4,3,True
APT_FP_cb660147_17446927_u3,APT_FP_cb660147_17446927,ok,,3,2,True
APT_FP_78f0ad3c_17446927_u0,APT_FP_78f0ad3c_17446927,ok,,4,3,True
APT_FP_78f0ad3c_17446927_u1,APT_FP_78f0ad3c_17446927,ok,,2,1,True
APT_FP_78f0ad3c_17446927_u2,APT_FP_78f0ad3c_17446927,ok,,3,2,True
APT_FP_78f0ad3c_17446927_u3,APT_FP_78f0ad3c_17446927,ok,,3,2,True
APT_FP_8614ea22_17446927_u0,APT_FP_8614ea22_17446927,ok,,4,3,True
APT_FP_8614ea22_17446927_u1,APT_FP_8614ea22_17446927,ok,,3,2,True
APT_FP_8614ea22_17446927_u2,APT_FP_8614ea22_17446927,ok,,3,2,True
APT_FP_8614ea22_17446927_u3,APT_FP_8614ea22_17446927,ok,,2,1,True
APT_FP_0ef6c9be_17447720_u0,APT_FP_0ef6c9be_17447720,ok,,5,4,True
APT_FP_0ef6c9be_17447720_u1,APT_FP_0ef6c9be_17447720,ok,,6,5,True
,APT_FP_f2cda47b_17434935,rejected,no_unit_with_entrance,21,,
APT_FP_5652b7d0_17446927_u0,APT_FP_5652b7d0_17446927,ok,,13,10,True
APT_FP_5652b7d0_17446927_u1,APT_FP_5652b7d0_17446927,ok,,3,2,True
APT_FP_5652b7d0_17446927_u2,APT_FP_5652b7d0_17446927,ok,,8,6,True
APT_FP_5652b7d0_17446927_u3,APT_FP_5652b7d0_17446927,ok,,3,2,True
APT_FP_ea04903b_17446927_u0,APT_FP_ea04903b_17446927,ok,,2,1,True
APT_FP_c79e8d75_17446927_u0,APT_FP_c79e8d75_17446927,ok,,3,2,True
APT_FP_c79e8d75_17446927_u1,APT_FP_c79e8d75_17446927,ok,,20,12,True
APT_FP_c79e8d75_17446927_u2,APT_FP_c79e8d75_17446927,ok,,2,1,True
APT_FP_c79e8d75_17446927_u3,APT_FP_c79e8d75_17446927,ok,,4,3,True
APT_FP_52180206_17446927_u0,APT_FP_52180206_17446927,ok,,4,3,True
APT_FP_52180206_17446927_u1,APT_FP_52180206_17446927,ok,,2,1,True
APT_FP_52180206_17446927_u2,APT_FP_52180206_17446927,ok,,3,2,True
APT_FP_52180206_17446927_u3,APT_FP_52180206_17446927,ok,,3,2,True
APT_FP_14db718d_17446927_u0,APT_FP_14db718d_17446927,ok,,3,2,True
APT_FP_14db718d_17446927_u1,APT_FP_14db718d_17446927,ok,,2,1,True
APT_FP_14db718d_17446927_u2,APT_FP_14db718d_17446927,ok,,3,2,True
APT_FP_14db718d_17446927_u3,APT_FP_14db718d_17446927,ok,,3,2,True
,APT_FP_53e446f1_17434935,rejected,no_unit_with_entrance,17,,
APT_FP_b7859d72_17447720_u0,APT_FP_b7859d72_17447720,ok,,6,5,True
APT_FP_b7859d72_17447720_u1,APT_FP_b7859d72_17447720,ok,,5,4,True
APT_FP_b7859d72_17447720_u2,APT_FP_b7859d72_17447720,ok,,6,5,True
APT_FP_08c45394_17446927_u0,APT_FP_08c45394_17446927,ok,,3,2,True
APT_FP_08c45394_17446927_u1,APT_FP_08c45394_17446927,ok,,2,1,True
APT_FP_08c45394_17446927_u2,APT_FP_08c45394_17446927,ok,,3,2,True
APT_FP_08c45394_17446927_u3,APT_FP_08c45394_17446927,ok,,4,3,True
APT_FP_b7bcf395_17446927_u0,APT_FP_b7bcf395_17446927,ok,,3,2,True
APT_FP_b7bcf395_17446927_u1,APT_FP_b7bcf395_17446927,ok,,3,2,True
APT_FP_b7bcf395_17446927_u2,APT_FP_b7bcf395_17446927,ok,,10,8,True
APT_FP_b7bcf395_17446927_u3,APT_FP_b7bcf395_17446927,ok,,3,2,True
,APT_FP_485b505a_17434935,rejected,no_unit_with_entrance,21,,
APT_FP_e171d290_17446927_u0,APT_FP_e171d290_17446927,ok,,2,1,True
APT_FP_e171d290_17446927_u1,APT_FP_e171d290_17446927,ok,,5,2,True
APT_FP_e171d290_17446927_u2,APT_FP_e171d290_17446927,ok,,19,12,True
APT_FP_e171d290_17446927_u3,APT_FP_e171d290_17446927,ok,,2,1,True
APT_FP_9cc1599c_17446927_u0,APT_FP_9cc1599c_17446927,ok,,4,2,True
APT_FP_9cc1599c_17446927_u1,APT_FP_9cc1599c_17446927,ok,,4,2,True
APT_FP_006482cd_17447720_u0,APT_FP_006482cd_17447720,ok,,6,5,True
APT_FP_006482cd_17447720_u1,APT_FP_006482cd_17447720,ok,,5,4,True
APT_FP_58582ff6_17447720_u0,APT_FP_58582ff6_17447720,ok,,5,4,True
APT_FP_4b536789_17438514_u0,APT_FP_4b536789_17438514,ok,,4,3,True
APT_FP_05643b91_17446927_u0,APT_FP_05643b91_17446927,ok,,13,10,True
APT_FP_05643b91_17446927_u1,APT_FP_05643b91_17446927,ok,,12,8,True
APT_FP_05643b91_17446927_u2,APT_FP_05643b91_17446927,ok,,10,8,True
APT_FP_05643b91_17446927_u3,APT_FP_05643b91_17446927,ok,,15,10,True
APT_FP_b04c4dce_17446927_u0,APT_FP_b04c4dce_17446927,ok,,5,5,True
APT_FP_3d4bd150_17446927_u0,APT_FP_3d4bd150_17446927,ok,,4,3,True
APT_FP_3d4bd150_17446927_u1,APT_FP_3d4bd150_17446927,ok,,3,2,True
,APT_FP_3d7ec172_17438514,rejected,no_unit_with_entrance,21,,
APT_FP_8e5bfff4_17438443_u0,APT_FP_8e5bfff4_17438443,ok,,14,8,True
APT_FP_8e5bfff4_17438443_u1,APT_FP_8e5bfff4_17438443,ok,,14,9,True
APT_FP_a2b94da0_17434935_u0,APT_FP_a2b94da0_17434935,ok,,2,1,True
APT_FP_fabf22dc_17447720_u0,APT_FP_fabf22dc_17447720,ok,,6,5,True
APT_FP_07c81412_17456206_u0,APT_FP_07c81412_17456206,ok,,5,4,True
APT_FP_26c9deb5_17446927_u0,APT_FP_26c9deb5_17446927,ok,,13,10,True
APT_FP_26c9deb5_17446927_u1,APT_FP_26c9deb5_17446927,ok,,3,2,True
APT_FP_26c9deb5_17446927_u2,APT_FP_26c9deb5_17446927,ok,,3,2,True
APT_FP_26c9deb5_17446927_u3,APT_FP_26c9deb5_17446927,ok,,2,1,True
APT_FP_214a13c6_17447720_u0,APT_FP_214a13c6_17447720,ok,,6,5,True
APT_FP_214a13c6_17447720_u1,APT_FP_214a13c6_17447720,ok,,5,4,True
APT_FP_dc81f95e_17446927_u0,APT_FP_dc81f95e_17446927,ok,,4,2,True
APT_FP_dc81f95e_17446927_u1,APT_FP_dc81f95e_17446927,ok,,2,1,True
APT_FP_4c471354_17446927_u0,APT_FP_4c471354_17446927,ok,,15,10,True
APT_FP_4c471354_17446927_u1,APT_FP_4c471354_17446927,ok,,2,1,True
APT_FP_4c471354_17446927_u2,APT_FP_4c471354_17446927,ok,,3,2,True
APT_FP_4c471354_17446927_u3,APT_FP_4c471354_17446927,ok,,3,2,True
APT_FP_144f9238_17446927_u0,APT_FP_144f9238_17446927,ok,,4,3,True
APT_FP_29b92ef3_17434935_u0,APT_FP_29b92ef3_17434935,ok,,3,2,True
APT_FP_0dc0a676_17434935_u0,APT_FP_0dc0a676_17434935,ok,,15,12,True
APT_FP_afc69cf6_17446927_u0,APT_FP_afc69cf6_17446927,ok,,12,8,True
APT_FP_afc69cf6_17446927_u1,APT_FP_afc69cf6_17446927,ok,,15,10,True
APT_FP_afc69cf6_17446927_u2,APT_FP_afc69cf6_17446927,ok,,10,8,True
APT_FP_afc69cf6_17446927_u3,APT_FP_afc69cf6_17446927,ok,,20,12,True
APT_FP_0b8563c2_17447720_u0,APT_FP_0b8563c2_17447720,ok,,17,11,True
APT_FP_0b8563c2_17447720_u1,APT_FP_0b8563c2_17447720,ok,,13,8,True
,APT_FP_55c37b7e_17446927,rejected,no_unit_with_entrance,17,,
APT_FP_5a35e9ef_17438443_u0,APT_FP_5a35e9ef_17438443,ok,,8,7,True
APT_FP_5a35e9ef_17438443_u1,APT_FP_5a35e9ef_17438443,ok,,6,5,True
APT_FP_dae2935a_17446927_u0,APT_FP_dae2935a_17446927,ok,,20,12,True
APT_FP_dae2935a_17446927_u1,APT_FP_dae2935a_17446927,ok,,13,10,True
APT_FP_dae2935a_17446927_u2,APT_FP_dae2935a_17446927,ok,,12,8,True
APT_FP_dae2935a_17446927_u3,APT_FP_dae2935a_17446927,ok,,10,8,True
APT_FP_01c76856_17447720_u0,APT_FP_01c76856_17447720,ok,,9,4,True
APT_FP_01c76856_17447720_u1,APT_FP_01c76856_17447720,ok,,3,2,True
APT_FP_573cb4a5_17446927_u0,APT_FP_573cb4a5_17446927,ok,,3,2,True
APT_FP_8d9ca7e1_17434935_u0,APT_FP_8d9ca7e1_17434935,ok,,17,13,True
APT_FP_8d9ca7e1_17434935_u1,APT_FP_8d9ca7e1_17434935,ok,,3,2,True
APT_FP_a65d959f_17446927_u0,APT_FP_a65d959f_17446927,ok,,2,1,True
APT_FP_75754984_17434935_u0,APT_FP_75754984_17434935,ok,,12,10,True
APT_FP_ecc6f2ee_17434935_u0,APT_FP_ecc6f2ee_17434935,ok,,8,4,True
APT_FP_3aca072c_17438443_u0,APT_FP_3aca072c_17438443,ok,,7,6,True
APT_FP_3aca072c_17438443_u1,APT_FP_3aca072c_17438443,ok,,7,6,True
APT_FP_3aca072c_17438443_u2,APT_FP_3aca072c_17438443,ok,,11,10,True
APT_FP_85a6c60d_17446927_u0,APT_FP_85a6c60d_17446927,ok,,17,11,True
APT_FP_240cd373_17446927_u0,APT_FP_240cd373_17446927,ok,,12,10,True
APT_FP_240cd373_17446927_u1,APT_FP_240cd373_17446927,ok,,3,2,True
APT_FP_1ba43211_17446927_u0,APT_FP_1ba43211_17446927,ok,,2,1,True
APT_FP_a78922db_17446927_u0,APT_FP_a78922db_17446927,ok,,6,6,True
APT_FP_335e33e0_17446927_u0,APT_FP_335e33e0_17446927,ok,,3,2,True
APT_FP_335e33e0_17446927_u1,APT_FP_335e33e0_17446927,ok,,3,2,True
APT_FP_335e33e0_17446927_u2,APT_FP_335e33e0_17446927,ok,,20,12,True
APT_FP_335e33e0_17446927_u3,APT_FP_335e33e0_17446927,ok,,2,1,True
APT_FP_d954db25_17438443_u0,APT_FP_d954db25_17438443,ok,,4,4,True
APT_FP_d954db25_17438443_u1,APT_FP_d954db25_17438443,ok,,5,4,True
APT_FP_a0cf0e11_17438514_u0,APT_FP_a0cf0e11_17438514,ok,,5,4,True
APT_FP_18d2e761_17446927_u0,APT_FP_18d2e761_17446927,ok,,7,6,True
APT_FP_80290bd9_17447720_u0,APT_FP_80290bd9_17447720,ok,,5,4,True
APT_FP_80290bd9_17447720_u1,APT_FP_80290bd9_17447720,ok,,5,4,True
APT_FP_80290bd9_17447720_u2,APT_FP_80290bd9_17447720,ok,,6,5,True
APT_FP_b2a9db0f_17447720_u0,APT_FP_b2a9db0f_17447720,ok,,5,4,True
APT_FP_a24e9979_17438443_u0,APT_FP_a24e9979_17438443,ok,,5,3,True
APT_FP_a24e9979_17438443_u1,APT_FP_a24e9979_17438443,ok,,4,3,True
APT_FP_e4cf5d04_17434935_u0,APT_FP_e4cf5d04_17434935,ok,,3,2,True
APT_FP_e4cf5d04_17434935_u1,APT_FP_e4cf5d04_17434935,ok,,6,5,True
APT_FP_e4cf5d04_17434935_u2,APT_FP_e4cf5d04_17434935,ok,,3,2,True
APT_FP_5fc1d6ab_17456206_u0,APT_FP_5fc1d6ab_17456206,ok,,2,1,True
APT_FP_133ca7d4_17446927_u0,APT_FP_133ca7d4_17446927,ok,,15,10,True
APT_FP_133ca7d4_17446927_u1,APT_FP_133ca7d4_17446927,ok,,2,1,True
APT_FP_133ca7d4_17446927_u2,APT_FP_133ca7d4_17446927,ok,,12,8,True
APT_FP_133ca7d4_17446927_u3,APT_FP_133ca7d4_17446927,ok,,3,2,True
APT_FP_d1f6255c_17436388_u0,APT_FP_d1f6255c_17436388,ok,,2,1,True
APT_FP_fa86dfd0_17446927_u0,APT_FP_fa86dfd0_17446927,ok,,2,1,True
APT_FP_fa86dfd0_17446927_u1,APT_FP_fa86dfd0_17446927,ok,,19,12,True
APT_FP_fa86dfd0_17446927_u2,APT_FP_fa86dfd0_17446927,ok,,4,2,True
APT_FP_fa86dfd0_17446927_u3,APT_FP_fa86dfd0_17446927,ok,,2,1,True
APT_FP_fe90c465_17438443_u0,APT_FP_fe90c465_17438443,ok,,10,8,True
APT_FP_fe90c465_17438443_u1,APT_FP_fe90c465_17438443,ok,,9,8,True
APT_FP_00c4d4e0_17446941_u0,APT_FP_00c4d4e0_17446941,ok,,4,3,True
APT_FP_00c4d4e0_17446941_u1,APT_FP_00c4d4e0_17446941,ok,,10,8,True
APT_FP_919f6e50_17438514_u0,APT_FP_919f6e50_17438514,ok,,8,5,True
APT_FP_ce1b7d58_17434935_u0,APT_FP_ce1b7d58_17434935,ok,,7,4,True
APT_FP_b741c9bc_17438514_u0,APT_FP_b741c9bc_17438514,ok,,10,6,True
APT_FP_23b338f8_17438443_u0,APT_FP_23b338f8_17438443,ok,,5,3,True
APT_FP_23b338f8_17438443_u1,APT_FP_23b338f8_17438443,ok,,14,9,True
APT_FP_2c0cbe7d_17446927_u0,APT_FP_2c0cbe7d_17446927,ok,,4,3,True
APT_FP_2c0cbe7d_17446927_u1,APT_FP_2c0cbe7d_17446927,ok,,3,2,True
APT_FP_2c0cbe7d_17446927_u2,APT_FP_2c0cbe7d_17446927,ok,,15,10,True
APT_FP_2c0cbe7d_17446927_u3,APT_FP_2c0cbe7d_17446927,ok,,2,1,True
APT_FP_86763a91_17438443_u0,APT_FP_86763a91_17438443,ok,,12,11,True
APT_FP_86763a91_17438443_u1,APT_FP_86763a91_17438443,ok,,10,7,True
APT_FP_8a7838d7_17434935_u0,APT_FP_8a7838d7_17434935,ok,,4,3,True
APT_FP_6859cd54_17447720_u0,APT_FP_6859cd54_17447720,ok,,5,4,True
APT_FP_012f881c_17446927_u0,APT_FP_012f881c_17446927,ok,,4,3,True
APT_FP_012f881c_17446927_u1,APT_FP_012f881c_17446927,ok,,3,2,True
APT_FP_012f881c_17446927_u2,APT_FP_012f881c_17446927,ok,,3,2,True
APT_FP_012f881c_17446927_u3,APT_FP_012f881c_17446927,ok,,10,8,True
APT_FP_5af41a7b_17446927_u0,APT_FP_5af41a7b_17446927,ok,,5,2,True
APT_FP_5af41a7b_17446927_u1,APT_FP_5af41a7b_17446927,ok,,2,1,True
APT_FP_29e35b5e_17446927_u0,APT_FP_29e35b5e_17446927,ok,,2,1,True
APT_FP_d971f3cf_17447720_u0,APT_FP_d971f3cf_17447720,ok,,5,4,True
APT_FP_d971f3cf_17447720_u1,APT_FP_d971f3cf_17447720,ok,,5,4,True
APT_FP_d971f3cf_17447720_u2,APT_FP_d971f3cf_17447720,ok,,6,5,True
APT_FP_6a490836_17447720_u0,APT_FP_6a490836_17447720,ok,,5,4,True
APT_FP_6a490836_17447720_u1,APT_FP_6a490836_17447720,ok,,5,4,True
APT_FP_6a490836_17447720_u2,APT_FP_6a490836_17447720,ok,,5,4,True
APT_FP_31d177d7_17446927_u0,APT_FP_31d177d7_17446927,ok,,4,3,True
APT_FP_31d177d7_17446927_u1,APT_FP_31d177d7_17446927,ok,,3,2,True
APT_FP_31d177d7_17446927_u2,APT_FP_31d177d7_17446927,ok,,10,8,True
APT_FP_31d177d7_17446927_u3,APT_FP_31d177d7_17446927,ok,,20,12,True
APT_FP_8199fe3a_17447720_u0,APT_FP_8199fe3a_17447720,ok,,5,4,True
APT_FP_8199fe3a_17447720_u1,APT_FP_8199fe3a_17447720,ok,,5,4,True
APT_FP_596ee8d0_17438443_u0,APT_FP_596ee8d0_17438443,ok,,5,4,True
APT_FP_526a7290_17446927_u0,APT_FP_526a7290_17446927,ok,,3,2,True
APT_FP_526a7290_17446927_u1,APT_FP_526a7290_17446927,ok,,20,12,True
APT_FP_526a7290_17446927_u2,APT_FP_526a7290_17446927,ok,,20,12,True
APT_FP_526a7290_17446927_u3,APT_FP_526a7290_17446927,ok,,2,1,True
APT_FP_b2715fed_17438514_u0,APT_FP_b2715fed_17438514,ok,,11,9,True
APT_FP_7d5241f2_17446927_u0,APT_FP_7d5241f2_17446927,ok,,4,2,True
APT_FP_7d5241f2_17446927_u1,APT_FP_7d5241f2_17446927,ok,,2,1,True
APT_FP_7d5241f2_17446927_u2,APT_FP_7d5241f2_17446927,ok,,19,12,True
APT_FP_7d5241f2_17446927_u3,APT_FP_7d5241f2_17446927,ok,,2,1,True
APT_FP_d19db274_17446927_u0,APT_FP_d19db274_17446927,ok,,2,1,True
APT_FP_d19db274_17446927_u1,APT_FP_d19db274_17446927,ok,,2,1,True
APT_FP_f828beb7_17438443_u0,APT_FP_f828beb7_17438443,ok,,5,3,True
APT_FP_f828beb7_17438443_u1,APT_FP_f828beb7_17438443,ok,,9,7,True
APT_FP_5414721b_17446927_u0,APT_FP_5414721b_17446927,ok,,11,10,True
APT_FP_31f9518f_17446927_u0,APT_FP_31f9518f_17446927,ok,,3,2,True
,APT_FP_a289a5d5_17446927,rejected,no_unit_with_entrance,14,,
APT_FP_6e59bc96_17446927_u0,APT_FP_6e59bc96_17446927,ok,,2,1,True
APT_FP_91b9c166_17447720_u0,APT_FP_91b9c166_17447720,ok,,16,10,True
APT_FP_91b9c166_17447720_u1,APT_FP_91b9c166_17447720,ok,,9,4,True
APT_FP_35dac31d_17438443_u0,APT_FP_35dac31d_17438443,ok,,10,8,True
APT_FP_35dac31d_17438443_u1,APT_FP_35dac31d_17438443,ok,,14,8,True
APT_FP_d577fcd9_17434935_u0,APT_FP_d577fcd9_17434935,ok,,3,2,True
APT_FP_d577fcd9_17434935_u1,APT_FP_d577fcd9_17434935,ok,,5,4,True
APT_FP_d577fcd9_17434935_u2,APT_FP_d577fcd9_17434935,ok,,3,2,True
APT_FP_a806c74c_17434935_u0,APT_FP_a806c74c_17434935,ok,,3,2,True
APT_FP_a806c74c_17434935_u1,APT_FP_a806c74c_17434935,ok,,5,4,True
APT_FP_a806c74c_17434935_u2,APT_FP_a806c74c_17434935,ok,,17,13,True
APT_FP_a806c74c_17434935_u3,APT_FP_a806c74c_17434935,ok,,3,2,True
APT_FP_039352f7_17446927_u0,APT_FP_039352f7_17446927,ok,,2,1,True
APT_FP_ff2ba47f_17446927_u0,APT_FP_ff2ba47f_17446927,ok,,5,5,True
