graph_id,sheet_id,reason,n_rooms,program
,DEH_FP_2c32df05_17441963,no_unit_with_entrance,11,
DEH_FP_130e903f_17441963_u0,DEH_FP_130e903f_17441963,"missing_essential:거실,주방",12,기타:6;화장실:3;현관:1;드레스룸:1;침실:1
DEH_FP_130e903f_17441963_u1,DEH_FP_130e903f_17441963,missing_essential:거실,10,화장실:4;현관:1;침실:1;드레스룸:1;주방:1;기타:2
,DEH_FP_25382977_17441963,no_unit_with_entrance,11,
ROW_FP_496dc2c4_17441963_u0,ROW_FP_496dc2c4_17441963,"missing_essential:거실,주방",3,화장실:1;현관:1;침실:1
ROW_FP_496dc2c4_17441963_u1,ROW_FP_496dc2c4_17441963,"missing_essential:거실,주방",5,침실:1;드레스룸:1;발코니:1;현관:1;화장실:1
DEH_FP_bcfc696f_17445033_u1,DEH_FP_bcfc696f_17445033,"missing_essential:거실,침실,주방,화장실",5,다목적공간:1;현관:1;기타:3
,DEH_FP_e340fe65_17442034,no_unit_with_entrance,19,
,ROW_FP_8e85dd64_17441963,no_unit_with_entrance,17,
,DEH_FP_8e5efe5b_17442034,no_unit_with_entrance,35,
DEH_FP_e76e5a16_17442034_u0,DEH_FP_e76e5a16_17442034,"missing_essential:거실,침실,주방",4,현관:1;기타:1;화장실:2
,DEH_FP_d1acdd22_17441963,no_unit_with_entrance,12,
,DEH_FP_6d7e7eb8_17441963,no_unit_with_entrance,7,
,DEH_FP_b814693b_17442034,no_unit_with_entrance,4,
,DEH_FP_fa4f3b21_17442034,no_unit_with_entrance,20,
,DEH_FP_bed1b79f_17442034,no_unit_with_entrance,5,
,DEH_FP_d792b416_17441963,no_unit_with_entrance,5,
,DEH_FP_8547e6a5_17442034,no_unit_with_entrance,12,
DEH_FP_ca84c3cd_17441963_u0,DEH_FP_ca84c3cd_17441963,missing_essential:침실,6,현관:1;주방:1;거실:1;기타:2;화장실:1
,DEH_FP_725a420e_17442034,no_unit_with_entrance,16,
DEH_FP_b967a4ee_17442034_u0,DEH_FP_b967a4ee_17442034,missing_essential:주방,12,현관:1;화장실:3;거실:1;기타:1;실외기실:1;발코니:2;침실:3
,DEH_FP_36d221c3_17442034,no_unit_with_entrance,21,
,DEH_FP_7fef69d9_17441963,no_unit_with_entrance,6,
DEH_FP_012fd71c_17441963_u0,DEH_FP_012fd71c_17441963,missing_essential:주방,6,거실:1;현관:1;기타:1;침실:2;화장실:1
,DEH_FP_4cbeb3d8_17442034,no_unit_with_entrance,7,
DEH_FP_cff4ed43_17441963_u0,DEH_FP_cff4ed43_17441963,missing_essential:침실,8,현관:1;기타:3;주방:1;거실:1;화장실:2
DEH_FP_cff4ed43_17441963_u1,DEH_FP_cff4ed43_17441963,"missing_essential:거실,주방",3,침실:1;현관:1;화장실:1
DEH_FP_5323bcb0_17442034_u0,DEH_FP_5323bcb0_17442034,"missing_essential:거실,침실,주방,화장실",3,현관:1;기타:2
,DEH_FP_3545d0f2_17442034,no_unit_with_entrance,7,
,DEH_FP_3bed8ef9_17441963,no_unit_with_entrance,16,
,ROW_FP_09a6b6a2_17441963,no_unit_with_entrance,9,
DEH_FP_78489018_17442034_u0,DEH_FP_78489018_17442034,"missing_essential:거실,침실,주방,화장실",2,현관:1;기타:1
,ROW_FP_a755b6aa_17441963,no_unit_with_entrance,11,
ROW_FP_52074e86_17442034_u0,ROW_FP_52074e86_17442034,missing_essential:거실,5,주방:1;기타:1;화장실:1;침실:1;현관:1
ROW_FP_52074e86_17442034_u1,ROW_FP_52074e86_17442034,"missing_essential:거실,침실",3,화장실:1;주방:1;현관:1
ROW_FP_52074e86_17442034_u2,ROW_FP_52074e86_17442034,missing_essential:거실,4,화장실:1;침실:1;주방:1;현관:1
ROW_FP_52074e86_17442034_u3,ROW_FP_52074e86_17442034,missing_essential:거실,4,현관:1;주방:1;화장실:1;침실:1
ROW_FP_52074e86_17442034_u4,ROW_FP_52074e86_17442034,"missing_essential:거실,침실",3,주방:1;화장실:1;현관:1
ROW_FP_52074e86_17442034_u5,ROW_FP_52074e86_17442034,"missing_essential:거실,침실",3,현관:1;화장실:1;주방:1
,ROW_FP_72364f54_17442034,no_unit_with_entrance,18,
,ROW_FP_b41b7837_17442034,no_unit_with_entrance,7,
,ROW_FP_ee6242b0_17442034,no_unit_with_entrance,13,
ROW_FP_952794aa_17442034_u0,ROW_FP_952794aa_17442034,"missing_essential:거실,침실,주방,화장실",4,현관:1;기타:3
ROW_FP_1d7728f6_17441963_u0,ROW_FP_1d7728f6_17441963,"missing_essential:거실,주방",12,현관:4;침실:4;화장실:4
,ROW_FP_b4a5ddf3_17441963,no_unit_with_entrance,10,
ROW_FP_3895b1f9_17442034_u0,ROW_FP_3895b1f9_17442034,"missing_essential:거실,침실,주방,화장실",4,기타:3;현관:1
,ROW_FP_3fe4381a_17441963,no_unit_with_entrance,13,
,ROW_FP_659985a7_17442034,no_unit_with_entrance,20,
,ROW_FP_1aa699bb_17441963,no_unit_with_entrance,10,
,ROW_FP_172d045d_17442034,no_unit_with_entrance,5,
ROW_FP_66eecd10_17442034_u0,ROW_FP_66eecd10_17442034,missing_essential:주방,18,화장실:4;발코니:4;침실:6;현관:2;거실:2
,ROW_FP_8daaba7f_17442034,no_unit_with_entrance,12,
ROW_FP_7aa58c02_17442034_u0,ROW_FP_7aa58c02_17442034,missing_essential:주방,8,침실:2;실외기실:1;화장실:1;다목적공간:1;발코니:1;거실:1;현관:1
ROW_FP_544fbc8f_17442034_u0,ROW_FP_544fbc8f_17442034,missing_essential:주방,12,침실:3;화장실:2;발코니:2;거실:1;실외기실:1;드레스룸:1;현관:1;기타:1
ROW_FP_2c03b8fb_17441963_u0,ROW_FP_2c03b8fb_17441963,"missing_essential:거실,침실,주방,화장실",2,현관:1;기타:1
,ROW_FP_b11b6ee8_17441963,no_unit_with_entrance,14,
ROW_FP_138b1f0f_17441963_u0,ROW_FP_138b1f0f_17441963,"missing_essential:거실,주방",4,침실:1;기타:1;화장실:1;현관:1
ROW_FP_138b1f0f_17441963_u1,ROW_FP_138b1f0f_17441963,"missing_essential:거실,침실,화장실",2,현관:1;주방:1
ROW_FP_138b1f0f_17441963_u2,ROW_FP_138b1f0f_17441963,"missing_essential:거실,침실,화장실",2,현관:1;주방:1
ROW_FP_138b1f0f_17441963_u3,ROW_FP_138b1f0f_17441963,"missing_essential:거실,주방",4,현관:1;침실:1;기타:1;화장실:1
ROW_FP_c79c77e4_17442034_u0,ROW_FP_c79c77e4_17442034,missing_essential:주방,9,기타:3;현관:1;거실:1;침실:2;화장실:2
,ROW_FP_871dbe87_17442034,no_unit_with_entrance,22,
,ROW_FP_1881a4d8_17442034,no_unit_with_entrance,21,
ROW_FP_7b882538_17442034_u0,ROW_FP_7b882538_17442034,"missing_essential:거실,침실,주방,화장실",2,기타:1;현관:1
ROW_FP_f53381fa_17441963_u0,ROW_FP_f53381fa_17441963,"missing_essential:거실,침실",6,기타:3;현관:1;화장실:1;주방:1
,ROW_FP_4db99758_17442034,no_unit_with_entrance,17,
,ROW_FP_de3fa6f8_17441963,no_unit_with_entrance,19,
ROW_FP_645740cb_17442034_u0,ROW_FP_645740cb_17442034,"missing_essential:거실,주방",6,화장실:1;드레스룸:1;기타:1;현관:1;침실:1;발코니:1
,ROW_FP_a41eb7d8_17441963,no_unit_with_entrance,14,
,ROW_FP_bdc2dc72_17441963,no_unit_with_entrance,6,
,ROW_FP_7d218621_17441963,no_unit_with_entrance,33,
ROW_FP_5999d036_17442034_u0,ROW_FP_5999d036_17442034,missing_essential:주방,15,화장실:3;기타:3;침실:4;거실:1;드레스룸:1;발코니:2;현관:1
,ROW_FP_73dac8d9_17441963,no_unit_with_entrance,12,
,ROW_FP_10cbe3f3_17441963,no_unit_with_entrance,3,
,ROW_FP_b04e52c4_17441963,no_unit_with_entrance,11,
ROW_FP_7ff42e1a_17442034_u0,ROW_FP_7ff42e1a_17442034,"missing_essential:거실,침실",3,화장실:1;주방:1;현관:1
ROW_FP_7ff42e1a_17442034_u1,ROW_FP_7ff42e1a_17442034,missing_essential:거실,8,주방:1;발코니:1;침실:1;현관:3;화장실:1;기타:1
,ROW_FP_c7d25acc_17441963,no_unit_with_entrance,15,
,ROW_FP_a6839bc2_17441963,no_unit_with_entrance,7,
ROW_FP_6330911e_17441963_u0,ROW_FP_6330911e_17441963,missing_essential:거실,5,주방:1;기타:1;현관:1;침실:1;화장실:1
,ROW_FP_a6965f2e_17442034,no_unit_with_entrance,8,
ROW_FP_cb8d79c4_17441963_u0,ROW_FP_cb8d79c4_17441963,"missing_essential:거실,침실,주방",9,기타:4;화장실:4;현관:1
ROW_FP_0a6622cf_17442034_u0,ROW_FP_0a6622cf_17442034,"missing_essential:거실,침실,주방,화장실",3,현관:2;기타:1
,ROW_FP_64e6133d_17442034,no_unit_with_entrance,17,
,ROW_FP_6596f907_17442034,no_unit_with_entrance,18,
ROW_FP_557b9e2f_17442034_u0,ROW_FP_557b9e2f_17442034,missing_essential:주방,10,화장실:2;기타:3;침실:2;현관:1;거실:1;발코니:1
,ROW_FP_7a5ffa72_17441963,no_unit_with_entrance,9,
,ROW_FP_a8dbcc7b_17441963,no_unit_with_entrance,16,
ROW_FP_95272035_17442034_u0,ROW_FP_95272035_17442034,missing_essential:주방,6,현관:1;거실:1;발코니:1;침실:2;화장실:1
,ROW_FP_8d2b1097_17442034,no_unit_with_entrance,9,
ROW_FP_1a660489_17441977_u0,ROW_FP_1a660489_17441977,"missing_essential:거실,주방",5,화장실:1;현관:2;다목적공간:1;침실:1
ROW_FP_1a660489_17441977_u1,ROW_FP_1a660489_17441977,missing_essential:주방,7,침실:3;거실:1;화장실:1;다목적공간:1;현관:1
,ROW_FP_086e7273_17442034,no_unit_with_entrance,12,
ROW_FP_3273ef6b_17441977_u0,ROW_FP_3273ef6b_17441977,missing_essential:거실,28,발코니:8;침실:8;주방:4;현관:4;화장실:4
ROW_FP_3273ef6b_17441977_u1,ROW_FP_3273ef6b_17441977,missing_essential:거실,28,현관:4;발코니:8;침실:8;주방:4;화장실:4
,ROW_FP_e7fb5a58_17441963,no_unit_with_entrance,4,
ROW_FP_266e7f12_17442034_u0,ROW_FP_266e7f12_17442034,"missing_essential:주방,화장실",3,침실:1;거실:1;현관:1
ROW_FP_266e7f12_17442034_u1,ROW_FP_266e7f12_17442034,"missing_essential:주방,화장실",3,침실:1;현관:1;거실:1
,ROW_FP_6b916dd7_17441963,no_unit_with_entrance,11,
,ROW_FP_1476e197_17442034,no_unit_with_entrance,20,
ROW_FP_00fe4e6d_17442034_u0,ROW_FP_00fe4e6d_17442034,"missing_essential:거실,침실,화장실",4,현관:1;주방:1;다목적공간:1;기타:1
ROW_FP_2bef07f9_17442034_u0,ROW_FP_2bef07f9_17442034,missing_essential:주방,6,거실:1;현관:1;기타:1;침실:1;화장실:1;발코니:1
ROW_FP_0a498f66_17441963_u0,ROW_FP_0a498f66_17441963,missing_essential:거실,7,기타:1;침실:2;현관:1;주방:1;화장실:2
,ROW_FP_6156d7e7_17442034,no_unit_with_entrance,8,
ROW_FP_55313a2e_17442034_u0,ROW_FP_55313a2e_17442034,missing_essential:주방,10,드레스룸:2;화장실:2;발코니:1;침실:2;기타:1;현관:1;거실:1
,ROW_FP_36091579_17441963,no_unit_with_entrance,5,
ROW_FP_eca85c8c_17441963_u0,ROW_FP_eca85c8c_17441963,"missing_essential:침실,주방",8,화장실:1;기타:5;현관:1;거실:1
ROW_FP_71c7346d_17441963_u0,ROW_FP_71c7346d_17441963,missing_essential:침실,8,발코니:1;현관:1;주방:2;거실:1;기타:2;화장실:1
ROW_FP_7196facc_17442034_u0,ROW_FP_7196facc_17442034,"missing_essential:거실,주방",10,발코니:2;다목적공간:2;침실:2;현관:1;화장실:1;실외기실:1;기타:1
,ROW_FP_3072e5be_17441963,no_unit_with_entrance,8,
,ROW_FP_1e07d5d4_17442034,no_unit_with_entrance,12,
,ROW_FP_bddb43d6_17441963,no_unit_with_entrance,10,
,ROW_FP_4374d8b6_17441963,no_unit_with_entrance,11,
ROW_FP_77508454_17441963_u0,ROW_FP_77508454_17441963,"missing_essential:거실,침실,주방",5,기타:2;화장실:2;현관:1
ROW_FP_0a2fe3f8_17442034_u0,ROW_FP_0a2fe3f8_17442034,missing_essential:주방,7,침실:3;거실:1;화장실:1;현관:1;발코니:1
,ROW_FP_e92d3c9b_17441963,no_unit_with_entrance,16,
ROW_FP_c5c218b3_17442034_u1,ROW_FP_c5c218b3_17442034,"missing_essential:거실,침실",4,화장실:1;주방:1;발코니:1;현관:1
ROW_FP_e759f3a7_17442034_u0,ROW_FP_e759f3a7_17442034,"missing_essential:거실,주방",9,침실:2;다목적공간:2;화장실:1;현관:1;실외기실:1;발코니:1;기타:1
ROW_FP_17475cec_17441963_u0,ROW_FP_17475cec_17441963,missing_essential:침실,4,거실:1;현관:1;주방:1;화장실:1
ROW_FP_e4d5bb3f_17442034_u0,ROW_FP_e4d5bb3f_17442034,"missing_essential:주방,화장실",3,현관:1;거실:1;침실:1
ROW_FP_e4d5bb3f_17442034_u1,ROW_FP_e4d5bb3f_17442034,"missing_essential:주방,화장실",3,현관:1;침실:1;거실:1
ROW_FP_b06712e0_17442034_u0,ROW_FP_b06712e0_17442034,"missing_essential:거실,침실,주방,화장실",2,현관:1;기타:1
ROW_FP_71fcd1c6_17441963_u0,ROW_FP_71fcd1c6_17441963,missing_essential:거실,9,주방:1;기타:1;침실:3;드레스룸:1;현관:1;화장실:2
,ROW_FP_fd9365a8_17441963,no_unit_with_entrance,8,
,ROW_FP_d6f8876c_17441963,no_unit_with_entrance,18,
ROW_FP_807f2476_17442034_u0,ROW_FP_807f2476_17442034,missing_essential:주방,6,침실:3;거실:1;화장실:1;현관:1
ROW_FP_f32a69dc_17442034_u0,ROW_FP_f32a69dc_17442034,"missing_essential:거실,침실,주방,화장실",2,현관:2
,ROW_FP_4937c7c3_17442034,no_unit_with_entrance,7,
ROW_FP_22ba33e4_17442034_u0,ROW_FP_22ba33e4_17442034,"missing_essential:거실,침실,주방,화장실",2,기타:1;현관:1
ROW_FP_da3dda4d_17441963_u0,ROW_FP_da3dda4d_17441963,missing_essential:주방,6,발코니:2;화장실:1;침실:1;거실:1;현관:1
ROW_FP_da3dda4d_17441963_u2,ROW_FP_da3dda4d_17441963,missing_essential:거실,5,침실:1;발코니:1;주방:1;현관:1;화장실:1
ROW_FP_da3dda4d_17441963_u3,ROW_FP_da3dda4d_17441963,missing_essential:거실,5,발코니:1;침실:1;현관:1;화장실:1;주방:1
ROW_FP_33b7a046_17442034_u0,ROW_FP_33b7a046_17442034,missing_essential:주방,6,침실:2;화장실:1;거실:1;현관:1;기타:1
,ROW_FP_acb7ba6d_17441963,no_unit_with_entrance,14,
ROW_FP_99480cfd_17442034_u1,ROW_FP_99480cfd_17442034,"missing_essential:거실,주방",5,화장실:1;현관:1;드레스룸:1;발코니:1;침실:1
,ROW_FP_9946de41_17441963,no_unit_with_entrance,8,
ROW_FP_be3f1e9b_17441977_u0,ROW_FP_be3f1e9b_17441977,"missing_essential:거실,침실,주방",4,화장실:1;기타:1;발코니:1;현관:1
ROW_FP_9d6265ec_17442034_u0,ROW_FP_9d6265ec_17442034,"missing_essential:거실,주방",5,현관:2;침실:1;다목적공간:1;화장실:1
,ROW_FP_e85d3821_17441963,no_unit_with_entrance,11,
ROW_FP_433d275b_17441963_u0,ROW_FP_433d275b_17441963,"missing_essential:거실,침실,주방",9,기타:5;현관:1;화장실:2;발코니:1
ROW_FP_0f2d8875_17441963_u0,ROW_FP_0f2d8875_17441963,missing_essential:침실,4,현관:1;거실:1;화장실:1;주방:1
ROW_FP_cdf4fbe7_17442034_u0,ROW_FP_cdf4fbe7_17442034,"missing_essential:거실,침실,화장실",4,다목적공간:1;주방:1;기타:1;현관:1
,ROW_FP_b984fa44_17441963,no_unit_with_entrance,11,
,ROW_FP_ad224cd4_17441963,no_unit_with_entrance,8,
ROW_FP_3fc94e17_17442034_u0,ROW_FP_3fc94e17_17442034,missing_essential:주방,7,현관:1;다목적공간:1;화장실:1;침실:3;거실:1
,ROW_FP_010381b2_17442034,no_unit_with_entrance,15,
ROW_FP_f20a0fee_17442034_u0,ROW_FP_f20a0fee_17442034,missing_essential:거실,32,기타:4;화장실:4;주방:4;발코니:8;현관:4;침실:8
,ROW_FP_c8989d41_17442034,no_unit_with_entrance,11,
,ROW_FP_6a4fa68f_17442034,no_unit_with_entrance,17,
ROW_FP_2ff4ea3d_17442034_u0,ROW_FP_2ff4ea3d_17442034,missing_essential:주방,7,침실:2;다목적공간:1;거실:1;화장실:1;현관:1;기타:1
,ROW_FP_d5a3f0ff_17442034,no_unit_with_entrance,4,
ROW_FP_f63c8dc6_17442034_u0,ROW_FP_f63c8dc6_17442034,missing_essential:침실,9,화장실:2;기타:2;현관:3;거실:1;주방:1
ROW_FP_f63c8dc6_17442034_u1,ROW_FP_f63c8dc6_17442034,missing_essential:주방,6,화장실:1;침실:2;현관:1;거실:1;기타:1
ROW_FP_fbae0d93_17441963_u1,ROW_FP_fbae0d93_17441963,missing_essential:주방,5,거실:1;화장실:1;기타:1;침실:1;현관:1
ROW_FP_a9ee6afd_17442034_u0,ROW_FP_a9ee6afd_17442034,"missing_essential:거실,침실,주방,화장실",2,기타:1;현관:1
,ROW_FP_57e1ff1a_17441963,no_unit_with_entrance,17,
ROW_FP_28744b32_17442034_u1,ROW_FP_28744b32_17442034,"missing_essential:거실,주방",3,침실:1;화장실:1;현관:1
ROW_FP_b75967fe_17442034_u0,ROW_FP_b75967fe_17442034,"missing_essential:거실,침실,주방",3,현관:1;화장실:1;기타:1
,ROW_FP_07b71bc5_17441963,no_unit_with_entrance,6,
ROW_FP_7e6907c9_17442034_u0,ROW_FP_7e6907c9_17442034,"missing_essential:거실,침실,주방,화장실",2,현관:2
ROW_FP_bf6ff2a2_17441963_u0,ROW_FP_bf6ff2a2_17441963,missing_essential:침실,8,주방:2;기타:2;거실:1;현관:1;화장실:1;발코니:1
ROW_FP_4b613611_17442034_u0,ROW_FP_4b613611_17442034,"missing_essential:거실,침실,주방,화장실",3,기타:2;현관:1
,ROW_FP_a52b67e5_17442034,no_unit_with_entrance,15,
ROW_FP_18f46b58_17441963_u0,ROW_FP_18f46b58_17441963,missing_essential:주방,8,침실:2;기타:1;다목적공간:1;현관:1;화장실:1;발코니:1;거실:1
,ROW_FP_220c22ae_17442034,no_unit_with_entrance,12,
ROW_FP_2c983c56_17441963_u0,ROW_FP_2c983c56_17441963,missing_essential:주방,10,현관:1;거실:1;화장실:1;기타:4;드레스룸:2;침실:1
,ROW_FP_2371896a_17442034,no_unit_with_entrance,14,
ROW_FP_496da0b0_17441963_u0,ROW_FP_496da0b0_17441963,missing_essential:주방,5,거실:1;침실:2;화장실:1;현관:1
,ROW_FP_8193d0e8_17442034,no_unit_with_entrance,18,
ROW_FP_8078edb9_17441963_u2,ROW_FP_8078edb9_17441963,"missing_essential:거실,주방",3,침실:1;화장실:1;현관:1
,ROW_FP_a4847f24_17441963,no_unit_with_entrance,17,
ROW_FP_92e93a60_17442034_u0,ROW_FP_92e93a60_17442034,missing_essential:거실,4,화장실:1;침실:1;현관:1;주방:1
,ROW_FP_89bb5859_17442034,no_unit_with_entrance,14,
ROW_FP_ca7044f2_17442034_u0,ROW_FP_ca7044f2_17442034,"missing_essential:거실,침실,주방,화장실",2,기타:1;현관:1
,ROW_FP_a7742ace_17442034,no_unit_with_entrance,8,
,ROW_FP_a2c4917f_17441963,no_unit_with_entrance,8,
ROW_FP_57882329_17441963_u0,ROW_FP_57882329_17441963,"missing_essential:거실,주방",6,현관:3;침실:1;화장실:1;기타:1
ROW_FP_57882329_17441963_u1,ROW_FP_57882329_17441963,"missing_essential:거실,주방",6,침실:2;화장실:2;현관:1;기타:1
ROW_FP_12349ced_17442034_u0,ROW_FP_12349ced_17442034,"missing_essential:거실,침실,주방,화장실",2,현관:1;기타:1
,ROW_FP_a2a35ff8_17442034,no_unit_with_entrance,15,
,ROW_FP_6f07803d_17441963,no_unit_with_entrance,12,
ROW_FP_ab3c090e_17441963_u0,ROW_FP_ab3c090e_17441963,"missing_essential:침실,주방",8,거실:1;기타:5;현관:1;화장실:1
ROW_FP_b7052e00_17442034_u0,ROW_FP_b7052e00_17442034,missing_essential:주방,8,화장실:2;침실:4;현관:1;거실:1
ROW_FP_5004bd44_17441963_u0,ROW_FP_5004bd44_17441963,"missing_essential:거실,침실,화장실",2,주방:1;현관:1
ROW_FP_e91a4778_17441963_u1,ROW_FP_e91a4778_17441963,missing_essential:거실,28,현관:4;침실:8;주방:4;발코니:8;화장실:4
,ROW_FP_f9cf3ceb_17442034,no_unit_with_entrance,22,
,ROW_FP_2bba7749_17442034,no_unit_with_entrance,13,
,ROW_FP_a5ac5bc3_17442034,no_unit_with_entrance,22,
,ROW_FP_6092d034_17441963,no_unit_with_entrance,16,
ROW_FP_4070fff8_17442034_u0,ROW_FP_4070fff8_17442034,"missing_essential:거실,침실,주방,화장실",3,기타:2;현관:1
ROW_FP_dedc1d98_17441963_u0,ROW_FP_dedc1d98_17441963,missing_essential:주방,8,드레스룸:1;기타:3;현관:1;거실:1;침실:1;화장실:1
ROW_FP_3406b04b_17442034_u0,ROW_FP_3406b04b_17442034,missing_essential:주방,10,거실:1;화장실:2;기타:3;침실:2;발코니:1;현관:1
ROW_FP_884b643e_17441963_u0,ROW_FP_884b643e_17441963,missing_essential:주방,8,침실:4;화장실:2;현관:1;거실:1
,ROW_FP_24760d1c_17442034,no_unit_with_entrance,19,
,APT_FP_9c5ac9a1_17434935,no_unit_with_entrance,17,
APT_FP_2611c490_17446927_u0,APT_FP_2611c490_17446927,"missing_essential:거실,침실,주방,화장실",2,현관:1;기타:1
APT_FP_605e1007_17446927_u1,APT_FP_605e1007_17446927,"missing_essential:거실,침실,주방,화장실",2,현관:1;기타:1
APT_FP_20cda30e_17446927_u0,APT_FP_20cda30e_17446927,missing_essential:침실,11,기타:5;주방:1;화장실:1;다목적공간:1;현관:1;거실:1;실외기실:1
APT_FP_81ef476d_17434935_u2,APT_FP_81ef476d_17434935,missing_essential:주방,14,화장실:2;드레스룸:2;침실:3;발코니:3;현관:1;기타:1;실외기실:1;거실:1
APT_FP_a46875d3_17446927_u1,APT_FP_a46875d3_17446927,missing_essential:주방,10,드레스룸:1;현관:1;실외기실:1;발코니:1;거실:1;침실:3;화장실:2
,APT_FP_e39d0ad9_17441963,no_unit_with_entrance,32,
APT_FP_9d3053e4_17446927_u0,APT_FP_9d3053e4_17446927,"missing_essential:거실,침실,주방,화장실",3,현관:1;기타:2
,APT_FP_0714271e_17434935,no_unit_with_entrance,16,
APT_FP_8586943f_193114_u0,APT_FP_8586943f_193114,"missing_essential:거실,침실,화장실",2,주방:1;현관:1
APT_FP_8586943f_193114_u1,APT_FP_8586943f_193114,"missing_essential:거실,침실,화장실",2,주방:1;현관:1
APT_FP_1f4d56a8_17446927_u1,APT_FP_1f4d56a8_17446927,"missing_essential:거실,침실,주방,화장실",2,기타:1;현관:1
,APT_FP_cd993273_335670,no_unit_with_entrance,20,
,APT_FP_dba88b49_17441963,no_unit_with_entrance,18,
APT_FP_b36f08ee_17446927_u0,APT_FP_b36f08ee_17446927,missing_essential:주방,10,침실:3;현관:1;발코니:1;화장실:2;드레스룸:1;실외기실:1;거실:1
APT_FP_b36f08ee_17446927_u1,APT_FP_b36f08ee_17446927,missing_essential:주방,12,침실:3;실외기실:1;거실:1;기타:2;발코니:1;화장실:2;드레스룸:1;현관:1
APT_FP_4c5628c8_17446927_u0,APT_FP_4c5628c8_17446927,"missing_essential:거실,침실,주방,화장실",2,기타:1;현관:1
APT_FP_971dd39d_17446927_u3,APT_FP_971dd39d_17446927,missing_essential:주방,12,실외기실:1;거실:1;기타:2;발코니:1;화장실:2;드레스룸:1;침실:3;현관:1
APT_FP_c78bbef8_17434935_u0,APT_FP_c78bbef8_17434935,"missing_essential:거실,침실,주방,화장실",2,현관:1;기타:1
APT_FP_0217265b_17441963_u0,APT_FP_0217265b_17441963,missing_essential:주방,14,화장실:2;발코니:2;침실:3;기타:3;드레스룸:2;현관:1;거실:1
APT_FP_d104cf9b_17438443_u0,APT_FP_d104cf9b_17438443,missing_essential:주방,11,침실:3;화장실:2;드레스룸:2;거실:1;기타:1;실외기실:1;현관:1
APT_FP_d104cf9b_17438443_u1,APT_FP_d104cf9b_17438443,missing_essential:주방,13,발코니:2;거실:1;드레스룸:2;실외기실:1;침실:3;기타:1;현관:1;화장실:2
APT_FP_3391b9a7_17434935_u0,APT_FP_3391b9a7_17434935,"missing_essential:거실,침실,주방,화장실",2,현관:1;기타:1
,APT_FP_fb3986ad_17447720,no_unit_with_entrance,46,
APT_FP_fab030e1_17441963_u0,APT_FP_fab030e1_17441963,"missing_essential:거실,침실",6,기타:3;주방:1;현관:1;화장실:1
APT_FP_e804f8e8_17446927_u0,APT_FP_e804f8e8_17446927,missing_essential:주방,14,거실:1;기타:4;발코니:1;침실:3;드레스룸:1;현관:1;실외기실:1;화장실:2
APT_FP_0fb4153a_17446927_u0,APT_FP_0fb4153a_17446927,missing_essential:주방,10,침실:3;현관:1;발코니:1;화장실:2;드레스룸:1;거실:1;실외기실:1
APT_FP_0fb4153a_17446927_u2,APT_FP_0fb4153a_17446927,missing_essential:주방,12,기타:2;드레스룸:1;거실:1;실외기실:1;화장실:2;발코니:1;침실:3;현관:1
APT_FP_b205feac_17446927_u0,APT_FP_b205feac_17446927,missing_essential:주방,12,기타:2;화장실:2;현관:1;드레스룸:1;거실:1;발코니:1;실외기실:1;침실:3
APT_FP_b205feac_17446927_u1,APT_FP_b205feac_17446927,missing_essential:주방,10,드레스룸:1;실외기실:1;거실:1;발코니:1;현관:1;침실:3;화장실:2
APT_FP_b205feac_17446927_u3,APT_FP_b205feac_17446927,missing_essential:주방,10,드레스룸:1;실외기실:1;거실:1;화장실:2;침실:3;현관:1;발코니:1
APT_FP_a0ba290b_17446927_u0,APT_FP_a0ba290b_17446927,missing_essential:주방,12,거실:1;기타:2;발코니:1;화장실:2;드레스룸:1;침실:3;현관:1;실외기실:1
APT_FP_a0ba290b_17446927_u2,APT_FP_a0ba290b_17446927,missing_essential:주방,10,실외기실:1;드레스룸:1;침실:3;현관:1;발코니:1;화장실:2;거실:1
APT_FP_587fd200_17446927_u3,APT_FP_587fd200_17446927,missing_essential:주방,10,침실:3;거실:1;실외기실:1;화장실:2;발코니:1;드레스룸:1;현관:1
APT_FP_3d83791e_17446927_u0,APT_FP_3d83791e_17446927,missing_essential:주방,10,거실:1;화장실:2;실외기실:1;침실:3;발코니:1;현관:1;드레스룸:1
APT_FP_d78ddd68_17441963_u0,APT_FP_d78ddd68_17441963,missing_essential:주방,6,거실:1;현관:1;침실:2;발코니:1;화장실:1
APT_FP_1120e225_17447720_u1,APT_FP_1120e225_17447720,"missing_essential:거실,침실,주방,화장실",2,현관:1;기타:1
APT_FP_69beff83_17446927_u0,APT_FP_69beff83_17446927,missing_essential:주방,10,실외기실:1;거실:1;드레스룸:1;화장실:2;침실:3;현관:1;발코니:1
APT_FP_7aa96f62_17446927_u0,APT_FP_7aa96f62_17446927,"missing_essential:거실,침실,주방,화장실",2,현관:1;기타:1
APT_FP_fd1e6e5f_17446927_u3,APT_FP_fd1e6e5f_17446927,missing_essential:주방,12,발코니:1;기타:2;거실:1;실외기실:1;드레스룸:1;침실:3;화장실:2;현관:1
APT_FP_3d548123_17446927_u0,APT_FP_3d548123_17446927,missing_essential:주방,12,현관:1;거실:1;화장실:2;침실:3;기타:2;드레스룸:1;발코니:1;실외기실:1
APT_FP_3b5a2e09_17441963_u0,APT_FP_3b5a2e09_17441963,"missing_essential:거실,침실,주방,화장실",2,현관:2
