graph_id,sheet_id,reason,n_rooms,program
APT_FP_2a0a20ca_17441963_u0,APT_FP_2a0a20ca_17441963,missing_essential:주방,10,드레스룸:1;거실:1;화장실:2;발코니:1;침실:3;현관:1;기타:1
,APT_FP_cbbbe1a9_17436388,no_unit_with_entrance,17,
APT_FP_446fa09f_17446927_u2,APT_FP_446fa09f_17446927,missing_essential:주방,12,기타:2;침실:3;현관:1;실외기실:1;거실:1;발코니:1;화장실:2;드레스룸:1
APT_FP_2edab2cd_17446927_u0,APT_FP_2edab2cd_17446927,missing_essential:주방,12,침실:3;화장실:2;기타:2;거실:1;현관:1;드레스룸:1;실외기실:1;발코니:1
APT_FP_494136cb_17446927_u1,APT_FP_494136cb_17446927,"missing_essential:거실,침실,주방,화장실",2,현관:1;기타:1
APT_FP_6197e742_17434935_u0,APT_FP_6197e742_17434935,missing_essential:주방,14,실외기실:1;거실:1;침실:3;화장실:2;발코니:3;드레스룸:2;기타:1;현관:1
,APT_FP_d1ca244f_17446927,no_unit_with_entrance,17,
APT_FP_abd11d38_17438514_u0,APT_FP_abd11d38_17438514,missing_essential:화장실,9,기타:2;발코니:2;침실:2;현관:1;거실:1;주방:1
APT_FP_e30c010d_17441963_u0,APT_FP_e30c010d_17441963,"missing_essential:거실,침실,주방,화장실",2,현관:2
APT_FP_dc522153_17436388_u0,APT_FP_dc522153_17436388,"missing_essential:거실,침실,주방,화장실",2,현관:1;기타:1
APT_FP_933e593a_17446927_u0,APT_FP_933e593a_17446927,missing_essential:주방,13,기타:3;침실:3;화장실:2;발코니:1;거실:1;드레스룸:1;현관:1;실외기실:1
APT_FP_933e593a_17446927_u1,APT_FP_933e593a_17446927,missing_essential:주방,12,드레스룸:1;현관:1;침실:3;화장실:2;기타:2;발코니:1;실외기실:1;거실:1
APT_FP_69229921_17446927_u0,APT_FP_69229921_17446927,missing_essential:주방,10,실외기실:1;거실:1;드레스룸:1;화장실:2;침실:3;현관:1;발코니:1
APT_FP_69229921_17446927_u3,APT_FP_69229921_17446927,missing_essential:주방,12,침실:3;현관:1;실외기실:1;거실:1;기타:2;발코니:1;화장실:2;드레스룸:1
,APT_FP_ed116775_17446927,no_unit_with_entrance,20,
APT_FP_d289d620_17446927_u1,APT_FP_d289d620_17446927,missing_essential:주방,10,침실:3;화장실:2;발코니:1;현관:1;거실:1;드레스룸:1;실외기실:1
APT_FP_75d0ca5a_17434935_u0,APT_FP_75d0ca5a_17434935,"missing_essential:거실,침실,주방,화장실",2,현관:1;기타:1
APT_FP_8567353f_17446927_u0,APT_FP_8567353f_17446927,missing_essential:주방,10,실외기실:1;거실:1;화장실:2;침실:3;현관:1;발코니:1;드레스룸:1
APT_FP_578275c9_17446927_u2,APT_FP_578275c9_17446927,missing_essential:주방,10,화장실:2;현관:1;실외기실:1;발코니:1;침실:3;거실:1;드레스룸:1
APT_FP_e9777921_17446927_u2,APT_FP_e9777921_17446927,missing_essential:주방,12,실외기실:1;거실:1;기타:2;발코니:1;화장실:2;드레스룸:1;침실:3;현관:1
APT_FP_daa12ed1_17434935_u0,APT_FP_daa12ed1_17434935,missing_essential:주방,10,거실:1;침실:3;발코니:1;화장실:2;기타:1;현관:1;드레스룸:1
,APT_FP_458dfde9_17434935,no_unit_with_entrance,20,
APT_FP_65da0df1_17434935_u0,APT_FP_65da0df1_17434935,"missing_essential:거실,침실,주방,화장실",2,기타:1;현관:1
APT_FP_10329959_17446927_u1,APT_FP_10329959_17446927,missing_essential:주방,12,기타:2;침실:3;현관:1;실외기실:1;거실:1;발코니:1;화장실:2;드레스룸:1
APT_FP_3a17c4f2_17446927_u2,APT_FP_3a17c4f2_17446927,missing_essential:주방,10,실외기실:1;침실:3;발코니:1;거실:1;현관:1;드레스룸:1;화장실:2
,APT_FP_fffa59ba_17436388,no_unit_with_entrance,16,
APT_FP_c6513b22_17434935_u0,APT_FP_c6513b22_17434935,missing_essential:주방,14,침실:3;드레스룸:2;화장실:2;거실:1;현관:1;발코니:3;기타:1;실외기실:1
APT_FP_e766c836_17441963_u0,APT_FP_e766c836_17441963,"missing_essential:거실,침실,주방",2,화장실:1;현관:1
APT_FP_537d29a4_17434935_u2,APT_FP_537d29a4_17434935,missing_essential:주방,14,현관:1;침실:3;화장실:2;실외기실:1;발코니:3;거실:1;기타:1;드레스룸:2
APT_FP_b465a6f6_17446927_u0,APT_FP_b465a6f6_17446927,"missing_essential:거실,침실,주방,화장실",2,기타:1;현관:1
APT_FP_356dc283_17446927_u1,APT_FP_356dc283_17446927,"missing_essential:거실,침실,주방,화장실",2,기타:1;현관:1
APT_FP_e47cf907_17446927_u0,APT_FP_e47cf907_17446927,"missing_essential:거실,침실,주방,화장실",2,현관:1;기타:1
APT_FP_f17a1b18_17446927_u2,APT_FP_f17a1b18_17446927,missing_essential:주방,12,기타:2;침실:3;드레스룸:1;화장실:2;발코니:1;거실:1;실외기실:1;현관:1
,APT_FP_b20af8f9_17434935,no_unit_with_entrance,18,
APT_FP_0c75211a_17446927_u0,APT_FP_0c75211a_17446927,missing_essential:주방,6,거실:1;화장실:1;침실:2;현관:1;기타:1
,APT_FP_4d218331_17446927,no_unit_with_entrance,16,
APT_FP_266aa69b_17446927_u0,APT_FP_266aa69b_17446927,"missing_essential:거실,침실",3,주방:1;현관:1;화장실:1
APT_FP_bd29789a_17446927_u2,APT_FP_bd29789a_17446927,missing_essential:주방,10,침실:3;화장실:2;발코니:1;현관:1;드레스룸:1;실외기실:1;거실:1
APT_FP_6cd49d66_17446927_u1,APT_FP_6cd49d66_17446927,missing_essential:주방,10,침실:3;드레스룸:1;실외기실:1;거실:1;화장실:2;현관:1;발코니:1
APT_FP_03c10e6b_17446927_u1,APT_FP_03c10e6b_17446927,missing_essential:주방,12,실외기실:1;거실:1;기타:2;발코니:1;화장실:2;드레스룸:1;침실:3;현관:1
APT_FP_03c10e6b_17446927_u3,APT_FP_03c10e6b_17446927,missing_essential:주방,10,침실:3;발코니:1;화장실:2;현관:1;거실:1;드레스룸:1;실외기실:1
,APT_FP_55efaebb_17434935,no_unit_with_entrance,22,
APT_FP_50da76b7_17434935_u0,APT_FP_50da76b7_17434935,missing_essential:주방,17,기타:3;발코니:2;화장실:3;드레스룸:3;현관:1;침실:4;거실:1
APT_FP_e5f9b425_17446927_u3,APT_FP_e5f9b425_17446927,missing_essential:주방,12,드레스룸:1;침실:3;기타:2;현관:1;실외기실:1;거실:1;발코니:1;화장실:2
APT_FP_56055c9e_17446927_u3,APT_FP_56055c9e_17446927,missing_essential:주방,12,침실:3;현관:1;실외기실:1;드레스룸:1;거실:1;기타:2;발코니:1;화장실:2
APT_FP_d2f22cf8_17446927_u0,APT_FP_d2f22cf8_17446927,missing_essential:주방,20,거실:1;실외기실:2;침실:3;현관:1;발코니:3;기타:7;화장실:2;드레스룸:1
APT_FP_e73df079_17434935_u0,APT_FP_e73df079_17434935,missing_essential:주방,11,거실:1;드레스룸:1;현관:1;침실:3;기타:1;발코니:2;화장실:2
APT_FP_55823166_17446927_u2,APT_FP_55823166_17446927,missing_essential:주방,12,기타:2;침실:3;현관:1;실외기실:1;거실:1;발코니:1;화장실:2;드레스룸:1
,APT_FP_ea848bfc_17446927,no_unit_with_entrance,16,
APT_FP_67c9a0e5_17446927_u0,APT_FP_67c9a0e5_17446927,"missing_essential:거실,침실,주방,화장실",3,현관:1;기타:2
APT_FP_4435aea9_17434935_u2,APT_FP_4435aea9_17434935,missing_essential:주방,14,침실:3;드레스룸:2;화장실:2;거실:1;기타:1;실외기실:1;발코니:3;현관:1
APT_FP_0b70b98f_17446927_u3,APT_FP_0b70b98f_17446927,missing_essential:주방,12,기타:2;발코니:1;화장실:2;드레스룸:1;침실:3;현관:1;실외기실:1;거실:1
,APT_FP_069aad8a_17446927,no_unit_with_entrance,18,
,APT_FP_ca6aa80e_17446927,no_unit_with_entrance,16,
,APT_FP_f3d23ee1_17446927,no_unit_with_entrance,21,
,APT_FP_5b0ff92b_17434935,no_unit_with_entrance,18,
APT_FP_1b303e57_17438514_u0,APT_FP_1b303e57_17438514,missing_essential:주방,14,화장실:2;드레스룸:2;기타:2;침실:3;발코니:2;실외기실:1;거실:1;현관:1
APT_FP_3fff3510_17446927_u0,APT_FP_3fff3510_17446927,missing_essential:주방,12,실외기실:1;거실:1;기타:2;발코니:1;화장실:2;드레스룸:1;침실:3;현관:1
,APT_FP_c7811390_17446927,no_unit_with_entrance,15,
APT_FP_ac7bbcaa_17446927_u1,APT_FP_ac7bbcaa_17446927,missing_essential:주방,10,거실:1;실외기실:1;침실:3;화장실:2;발코니:1;현관:1;드레스룸:1
APT_FP_101f3b7f_17434935_u0,APT_FP_101f3b7f_17434935,missing_essential:주방,15,현관:1;기타:3;화장실:3;드레스룸:2;실외기실:1;침실:3;발코니:1;거실:1
APT_FP_07ef1301_17434935_u0,APT_FP_07ef1301_17434935,missing_essential:주방,7,침실:3;화장실:1;현관:1;기타:1;거실:1
APT_FP_bc787b92_17434935_u3,APT_FP_bc787b92_17434935,missing_essential:주방,14,거실:1;드레스룸:2;기타:1;화장실:2;침실:3;현관:1;발코니:3;실외기실:1
APT_FP_2f7166d6_17446927_u0,APT_FP_2f7166d6_17446927,missing_essential:주방,10,실외기실:1;거실:1;화장실:2;침실:3;현관:1;발코니:1;드레스룸:1
APT_FP_2f7166d6_17446927_u1,APT_FP_2f7166d6_17446927,missing_essential:주방,12,현관:1;실외기실:1;거실:1;기타:2;발코니:1;화장실:2;드레스룸:1;침실:3
APT_FP_a7bd601d_17446927_u0,APT_FP_a7bd601d_17446927,missing_essential:주방,10,침실:3;화장실:2;현관:1;발코니:1;드레스룸:1;실외기실:1;거실:1
APT_FP_aee30e42_17434935_u3,APT_FP_aee30e42_17434935,missing_essential:주방,14,화장실:2;거실:1;침실:3;발코니:3;드레스룸:2;기타:1;현관:1;실외기실:1
APT_FP_0eab7c13_17434935_u0,APT_FP_0eab7c13_17434935,"missing_essential:거실,침실,주방,화장실",2,현관:1;기타:1
APT_FP_f5163225_17438514_u0,APT_FP_f5163225_17438514,missing_essential:주방,11,침실:3;화장실:4;거실:1;드레스룸:1;기타:1;현관:1
APT_FP_e52ea4b6_17446927_u0,APT_FP_e52ea4b6_17446927,"missing_essential:거실,침실,주방,화장실",3,기타:2;현관:1
APT_FP_f6045d08_17441963_u0,APT_FP_f6045d08_17441963,missing_essential:주방,8,침실:3;거실:1;발코니:1;현관:1;화장실:2
APT_FP_bd1ce979_17434935_u0,APT_FP_bd1ce979_17434935,missing_essential:주방,14,화장실:2;침실:3;실외기실:1;발코니:3;기타:1;거실:1;드레스룸:2;현관:1
APT_FP_1d3e4348_17446927_u1,APT_FP_1d3e4348_17446927,missing_essential:주방,10,화장실:2;침실:3;거실:1;현관:1;드레스룸:1;실외기실:1;발코니:1
,APT_FP_d334f461_17434935,no_unit_with_entrance,19,
APT_FP_f4249f32_17434935_u2,APT_FP_f4249f32_17434935,missing_essential:주방,14,거실:1;기타:1;현관:1;침실:3;화장실:2;발코니:3;드레스룸:2;실외기실:1
APT_FP_7398fe2c_17446927_u3,APT_FP_7398fe2c_17446927,missing_essential:주방,12,실외기실:1;거실:1;기타:2;발코니:1;화장실:2;드레스룸:1;침실:3;현관:1
,APT_FP_c613ea5f_17434935,no_unit_with_entrance,18,
APT_FP_f79f60dd_17446927_u0,APT_FP_f79f60dd_17446927,missing_essential:주방,18,침실:4;발코니:5;거실:1;드레스룸:2;화장실:3;기타:1;현관:1;실외기실:1
APT_FP_9c8aedb2_17434935_u0,APT_FP_9c8aedb2_17434935,missing_essential:거실,5,화장실:1;기타:1;현관:1;침실:1;주방:1
APT_FP_5dc84424_17434935_u0,APT_FP_5dc84424_17434935,"missing_essential:거실,침실,주방,화장실",2,현관:1;기타:1
APT_FP_db7a8194_17434935_u0,APT_FP_db7a8194_17434935,missing_essential:주방,11,드레스룸:1;발코니:3;현관:1;화장실:2;거실:1;침실:3
APT_FP_b3ee58a5_17446927_u2,APT_FP_b3ee58a5_17446927,missing_essential:주방,12,드레스룸:1;실외기실:1;침실:3;기타:2;화장실:2;현관:1;발코니:1;거실:1
APT_FP_7ecbf961_17446927_u0,APT_FP_7ecbf961_17446927,"missing_essential:거실,침실,주방,화장실",2,기타:1;현관:1
APT_FP_d7aec55e_17434935_u2,APT_FP_d7aec55e_17434935,missing_essential:주방,14,화장실:2;드레스룸:2;발코니:3;침실:3;거실:1;현관:1;실외기실:1;기타:1
APT_FP_d6dc2c78_17446927_u0,APT_FP_d6dc2c78_17446927,"missing_essential:거실,침실,주방,화장실",2,현관:1;기타:1
APT_FP_0f878bc2_17446927_u0,APT_FP_0f878bc2_17446927,missing_essential:주방,10,거실:1;드레스룸:1;화장실:2;침실:3;현관:1;발코니:1;실외기실:1
APT_FP_f186139f_17434935_u0,APT_FP_f186139f_17434935,missing_essential:주방,9,거실:1;침실:2;발코니:1;화장실:1;실외기실:1;다목적공간:1;현관:1;기타:1
APT_FP_fef747a4_17446927_u0,APT_FP_fef747a4_17446927,missing_essential:주방,10,드레스룸:1;현관:1;실외기실:1;발코니:1;거실:1;침실:3;화장실:2
APT_FP_fef747a4_17446927_u3,APT_FP_fef747a4_17446927,missing_essential:주방,12,실외기실:1;거실:1;기타:2;발코니:1;화장실:2;드레스룸:1;침실:3;현관:1
APT_FP_f42667f7_17446927_u0,APT_FP_f42667f7_17446927,"missing_essential:거실,침실,주방,화장실",2,기타:1;현관:1
APT_FP_b93fcc12_17446927_u1,APT_FP_b93fcc12_17446927,missing_essential:주방,12,실외기실:1;거실:1;기타:2;발코니:1;화장실:2;드레스룸:1;침실:3;현관:1
APT_FP_7c41ec2c_17446927_u0,APT_FP_7c41ec2c_17446927,missing_essential:주방,10,드레스룸:1;실외기실:1;거실:1;침실:3;화장실:2;현관:1;발코니:1
APT_FP_7c41ec2c_17446927_u2,APT_FP_7c41ec2c_17446927,missing_essential:주방,12,실외기실:1;거실:1;기타:2;발코니:1;화장실:2;드레스룸:1;침실:3;현관:1
APT_FP_278b26ef_17446927_u0,APT_FP_278b26ef_17446927,missing_essential:주방,6,기타:1;거실:1;화장실:1;침실:2;현관:1
,APT_FP_45a10608_17446927,no_unit_with_entrance,30,
APT_FP_80afa977_17446927_u0,APT_FP_80afa977_17446927,"missing_essential:거실,침실,주방,화장실",2,기타:1;현관:1
APT_FP_f4691380_17446927_u2,APT_FP_f4691380_17446927,missing_essential:주방,10,실외기실:1;거실:1;드레스룸:1;침실:3;화장실:2;현관:1;발코니:1
APT_FP_c7452005_17434935_u0,APT_FP_c7452005_17434935,"missing_essential:거실,침실,주방,화장실",2,현관:1;기타:1
APT_FP_eac5487e_17446927_u3,APT_FP_eac5487e_17446927,missing_essential:주방,12,기타:2;침실:3;현관:1;실외기실:1;거실:1;발코니:1;화장실:2;드레스룸:1
,APT_FP_810c80ca_17434935,no_unit_with_entrance,19,
APT_FP_058e8944_17434935_u0,APT_FP_058e8944_17434935,missing_essential:주방,10,화장실:2;발코니:1;침실:3;드레스룸:1;거실:1;기타:1;현관:1
APT_FP_ecd14b2c_17446927_u1,APT_FP_ecd14b2c_17446927,missing_essential:주방,10,드레스룸:1;침실:3;실외기실:1;거실:1;화장실:2;현관:1;발코니:1
,APT_FP_25b3b04f_17446927,no_unit_with_entrance,23,
APT_FP_d8b6b2d7_17446927_u0,APT_FP_d8b6b2d7_17446927,missing_essential:주방,10,거실:1;드레스룸:1;화장실:2;침실:3;현관:1;발코니:1;실외기실:1
APT_FP_f66fbb37_17446927_u1,APT_FP_f66fbb37_17446927,missing_essential:주방,12,기타:2;침실:3;현관:1;실외기실:1;거실:1;발코니:1;화장실:2;드레스룸:1
APT_FP_ca05b89c_17446927_u1,APT_FP_ca05b89c_17446927,missing_essential:주방,12,화장실:2;침실:3;발코니:1;기타:2;드레스룸:1;실외기실:1;거실:1;현관:1
APT_FP_852a95a6_17446927_u0,APT_FP_852a95a6_17446927,missing_essential:주방,11,침실:2;화장실:2;기타:3;거실:1;현관:1;드레스룸:1;발코니:1
APT_FP_0aa1c178_17446927_u0,APT_FP_0aa1c178_17446927,"missing_essential:거실,침실,주방,화장실",2,현관:1;기타:1
APT_FP_e872678a_17434935_u0,APT_FP_e872678a_17434935,missing_essential:주방,11,발코니:3;거실:1;화장실:2;침실:2;실외기실:1;현관:1;기타:1
APT_FP_65e69d4a_17446927_u1,APT_FP_65e69d4a_17446927,missing_essential:주방,12,기타:2;침실:3;현관:1;실외기실:1;거실:1;발코니:1;화장실:2;드레스룸:1
APT_FP_07aa61bb_17446927_u0,APT_FP_07aa61bb_17446927,missing_essential:주방,10,화장실:2;발코니:1;현관:1;침실:3;드레스룸:1;거실:1;실외기실:1
APT_FP_08da44c4_17441963_u0,APT_FP_08da44c4_17441963,missing_essential:주방,12,기타:3;현관:1;화장실:2;침실:3;드레스룸:1;발코니:1;거실:1
APT_FP_30fe1095_17434935_u0,APT_FP_30fe1095_17434935,missing_essential:주방,13,화장실:3;드레스룸:1;침실:3;거실:1;현관:2;발코니:2;실외기실:1
APT_FP_360554b4_17446927_u1,APT_FP_360554b4_17446927,"missing_essential:거실,침실,주방,화장실",2,기타:1;현관:1
APT_FP_13e11ed0_17446927_u0,APT_FP_13e11ed0_17446927,missing_essential:주방,10,드레스룸:1;실외기실:1;거실:1;화장실:2;침실:3;현관:1;발코니:1
APT_FP_13e11ed0_17446927_u1,APT_FP_13e11ed0_17446927,missing_essential:주방,12,기타:2;침실:3;현관:1;실외기실:1;거실:1;발코니:1;화장실:2;드레스룸:1
APT_FP_3f8bd520_17434935_u3,APT_FP_3f8bd520_17434935,missing_essential:주방,14,실외기실:1;드레스룸:2;화장실:2;침실:3;현관:1;발코니:3;기타:1;거실:1
APT_FP_13c8f6cf_17434935_u0,APT_FP_13c8f6cf_17434935,missing_essential:주방,9,거실:1;화장실:2;기타:2;발코니:1;침실:2;현관:1
APT_FP_00963bc9_17434935_u0,APT_FP_00963bc9_17434935,"missing_essential:거실,침실,주방,화장실",2,현관:1;기타:1
APT_FP_4afdbf32_17446927_u1,APT_FP_4afdbf32_17446927,missing_essential:주방,18,발코니:5;거실:1;드레스룸:2;침실:4;화장실:3;현관:1;실외기실:1;기타:1
,APT_FP_c046e9a9_17434935,no_unit_with_entrance,16,
APT_FP_a54dc6bf_17446927_u1,APT_FP_a54dc6bf_17446927,missing_essential:주방,10,침실:3;화장실:2;발코니:1;현관:1;드레스룸:1;실외기실:1;거실:1
,DEH_FP_7832dfc5_17442034,no_unit_with_entrance,9,
,DEH_FP_ca6122f7_17442034,no_unit_with_entrance,24,
,DEH_FP_ab5e1f26_17441963,no_unit_with_entrance,10,
,APT_FP_5fa0c3e6_17434935,no_unit_with_entrance,22,
,DEH_FP_37c1f7ab_17441963,no_unit_with_entrance,12,
APT_FP_3ca299da_17434935_u2,APT_FP_3ca299da_17434935,missing_essential:주방,14,기타:1;드레스룸:2;침실:3;화장실:2;거실:1;발코니:3;현관:1;실외기실:1
,DEH_FP_5de36208_17442034,no_unit_with_entrance,5,
APT_FP_ccbe3cfa_17446927_u1,APT_FP_ccbe3cfa_17446927,"missing_essential:거실,침실,주방,화장실",2,기타:1;현관:1
APT_FP_6e8ce567_17434935_u1,APT_FP_6e8ce567_17434935,missing_essential:주방,14,거실:1;기타:1;드레스룸:2;침실:3;화장실:2;발코니:3;현관:1;실외기실:1
DEH_FP_0655c9f0_17441963_u0,DEH_FP_0655c9f0_17441963,"missing_essential:거실,침실",7,화장실:3;기타:2;현관:1;주방:1
,DEH_FP_75a18fc4_17441963,no_unit_with_entrance,16,
DEH_FP_77870654_17442034_u0,DEH_FP_77870654_17442034,missing_essential:주방,10,발코니:4;침실:3;화장실:1;현관:1;거실:1
DEH_FP_b99a0b40_17442034_u0,DEH_FP_b99a0b40_17442034,missing_essential:주방,16,현관:1;침실:4;화장실:2;기타:2;발코니:5;거실:1;드레스룸:1
,DEH_FP_e767943f_17442034,no_unit_with_entrance,16,
,DEH_FP_0ae121e4_17442034,no_unit_with_entrance,6,
,DEH_FP_f2f4f9b2_17442034,no_unit_with_entrance,21,
,DEH_FP_a2eb245e_17441963,no_unit_with_entrance,12,
DEH_FP_a7c19ab5_17445033_u0,DEH_FP_a7c19ab5_17445033,"missing_essential:거실,침실,주방,화장실",5,다목적공간:1;현관:1;기타:3
DEH_FP_bd111a2c_17441963_u0,DEH_FP_bd111a2c_17441963,missing_essential:주방,14,드레스룸:1;침실:3;발코니:1;화장실:3;거실:1;현관:1;기타:4
DEH_FP_bd111a2c_17441963_u1,DEH_FP_bd111a2c_17441963,missing_essential:주방,15,거실:1;기타:5;침실:3;드레스룸:1;현관:1;발코니:1;화장실:3
DEH_FP_b1096df8_17441963_u0,DEH_FP_b1096df8_17441963,"missing_essential:거실,주방",14,현관:4;화장실:4;침실:4;기타:2
DEH_FP_b1096df8_17441963_u1,DEH_FP_b1096df8_17441963,missing_essential:거실,15,화장실:5;침실:4;주방:1;현관:4;기타:1
DEH_FP_d66d538e_17442034_u0,DEH_FP_d66d538e_17442034,"missing_essential:거실,침실,주방,화장실",2,현관:1;기타:1
,DEH_FP_d516fa99_17441963,no_unit_with_entrance,7,
,DEH_FP_6f67cff9_17442034,no_unit_with_entrance,11,
DEH_FP_f412ae0a_17441963_u0,DEH_FP_f412ae0a_17441963,missing_essential:침실,6,거실:1;주방:3;현관:1;화장실:1
,DEH_FP_d623a6b9_17441963,no_unit_with_entrance,17,
DEH_FP_1c107819_17441963_u0,DEH_FP_1c107819_17441963,missing_essential:주방,6,화장실:2;거실:1;침실:2;현관:1
,DEH_FP_a49403c8_17441963,no_unit_with_entrance,9,
DEH_FP_4756021d_17442034_u0,DEH_FP_4756021d_17442034,"missing_essential:침실,주방",3,화장실:1;현관:1;거실:1
DEH_FP_7919b7f8_17442034_u0,DEH_FP_7919b7f8_17442034,missing_essential:주방,15,기타:2;화장실:4;침실:4;발코니:2;드레스룸:1;거실:1;현관:1
DEH_FP_56adf845_17442034_u0,DEH_FP_56adf845_17442034,"missing_essential:거실,침실,주방",2,화장실:1;현관:1
DEH_FP_dce9c8a0_17441963_u0,DEH_FP_dce9c8a0_17441963,"missing_essential:거실,주방,화장실",2,침실:1;현관:1
,DEH_FP_391e268f_17441963,no_unit_with_entrance,10,
,DEH_FP_14017b17_17442034,no_unit_with_entrance,8,
DEH_FP_30114cfc_17441963_u0,DEH_FP_30114cfc_17441963,missing_essential:주방,7,드레스룸:1;거실:1;화장실:2;침실:1;기타:1;현관:1
DEH_FP_65c280c4_17442034_u0,DEH_FP_65c280c4_17442034,"missing_essential:침실,주방",5,기타:1;현관:1;화장실:1;거실:1;다목적공간:1
DEH_FP_749b16f1_17442034_u0,DEH_FP_749b16f1_17442034,"missing_essential:거실,침실,주방,화장실",2,현관:1;기타:1
,DEH_FP_7f5a5b0f_17442034,no_unit_with_entrance,17,
DEH_FP_371170e7_17442034_u0,DEH_FP_371170e7_17442034,"missing_essential:거실,침실,주방,화장실",2,드레스룸:1;현관:1
,DEH_FP_c461c255_17442034,no_unit_with_entrance,5,
DEH_FP_08efb1ab_17442034_u0,DEH_FP_08efb1ab_17442034,missing_essential:주방,5,침실:2;화장실:1;거실:1;현관:1
DEH_FP_30afb423_17442034_u0,DEH_FP_30afb423_17442034,missing_essential:주방,17,발코니:2;기타:5;화장실:3;현관:1;침실:4;드레스룸:1;거실:1
DEH_FP_02779f9d_17442034_u0,DEH_FP_02779f9d_17442034,"missing_essential:거실,주방",3,현관:1;침실:1;화장실:1
DEH_FP_02779f9d_17442034_u1,DEH_FP_02779f9d_17442034,missing_essential:침실,8,기타:3;주방:1;거실:1;현관:1;화장실:2
DEH_FP_a0023fd5_17445033_u0,DEH_FP_a0023fd5_17445033,missing_essential:침실,7,현관:1;기타:1;주방:3;화장실:1;거실:1
DEH_FP_b4cf2e72_17442034_u0,DEH_FP_b4cf2e72_17442034,missing_essential:주방,7,화장실:2;침실:2;거실:1;현관:1;기타:1
,DEH_FP_3b0323d5_17442034,no_unit_with_entrance,8,
,DEH_FP_fa325ccc_17442034,no_unit_with_entrance,11,
,DEH_FP_cbbcd670_17441963,no_unit_with_entrance,5,
DEH_FP_cb73ca02_17442034_u0,DEH_FP_cb73ca02_17442034,missing_essential:주방,5,현관:1;거실:1;침실:1;발코니:1;화장실:1
,DEH_FP_9f4b475e_17441963,no_unit_with_entrance,6,
DEH_FP_82599786_17441963_u0,DEH_FP_82599786_17441963,missing_essential:침실,7,주방:2;화장실:2;기타:1;현관:1;거실:1
DEH_FP_377f00e8_17442034_u0,DEH_FP_377f00e8_17442034,"missing_essential:거실,침실,주방,화장실",4,기타:3;현관:1
,DEH_FP_3d2a4e42_17442034,no_unit_with_entrance,20,
,DEH_FP_014e3904_17441963,no_unit_with_entrance,13,
,DEH_FP_445c19e5_17441963,no_unit_with_entrance,36,
DEH_FP_1019ec39_17441963_u0,DEH_FP_1019ec39_17441963,"missing_essential:거실,침실,주방,화장실",3,현관:1;기타:2
DEH_FP_e0f94f70_17442034_u0,DEH_FP_e0f94f70_17442034,"missing_essential:거실,침실,주방,화장실",2,현관:2
,DEH_FP_62cc3db8_17442034,no_unit_with_entrance,9,
,DEH_FP_1204a7e6_17441963,no_unit_with_entrance,9,
DEH_FP_1391f435_17441963_u0,DEH_FP_1391f435_17441963,missing_essential:주방,6,기타:2;거실:1;현관:1;화장실:1;침실:1
DEH_FP_113a7e66_17441963_u0,DEH_FP_113a7e66_17441963,missing_essential:침실,10,거실:1;기타:4;화장실:2;다목적공간:1;주방:1;현관:1
DEH_FP_723b8d75_17445033_u0,DEH_FP_723b8d75_17445033,missing_essential:침실,7,화장실:2;현관:1;주방:2;기타:1;거실:1
DEH_FP_9ad68e52_17441963_u0,DEH_FP_9ad68e52_17441963,missing_essential:주방,4,거실:1;현관:1;침실:1;화장실:1
,DEH_FP_6d4e0aa4_17442034,no_unit_with_entrance,10,
DEH_FP_e544fce8_17442034_u0,DEH_FP_e544fce8_17442034,"missing_essential:거실,침실,주방,화장실",3,현관:1;기타:2
DEH_FP_9cbc7380_17442034_u0,DEH_FP_9cbc7380_17442034,"missing_essential:거실,침실,주방",4,드레스룸:1;화장실:2;현관:1
DEH_FP_5ce01954_17442034_u0,DEH_FP_5ce01954_17442034,"missing_essential:거실,화장실",3,현관:1;주방:1;침실:1
,DEH_FP_cf4d42de_17441963,no_unit_with_entrance,9,
DEH_FP_8df05621_17442034_u0,DEH_FP_8df05621_17442034,"missing_essential:거실,주방",10,기타:4;현관:1;발코니:2;드레스룸:1;화장실:1;침실:1
,DEH_FP_963e2009_17441963,no_unit_with_entrance,11,
,DEH_FP_b9e5365a_17441963,no_unit_with_entrance,6,
,DEH_FP_f679b26e_17442034,no_unit_with_entrance,9,
,DEH_FP_47f4c95f_17442034,no_unit_with_entrance,14,
DEH_FP_ef154093_17441963_u1,DEH_FP_ef154093_17441963,"missing_essential:거실,주방,화장실",2,현관:1;침실:1
,DEH_FP_aa2fbad8_17442034,no_unit_with_entrance,10,
DEH_FP_a8734bbe_17445033_u0,DEH_FP_a8734bbe_17445033,"missing_essential:거실,주방,화장실",2,현관:1;침실:1
DEH_FP_a8734bbe_17445033_u1,DEH_FP_a8734bbe_17445033,"missing_essential:거실,주방,화장실",2,현관:1;침실:1
,DEH_FP_2a5fe746_17441963,no_unit_with_entrance,8,
,DEH_FP_f73ece3f_17446927,no_unit_with_entrance,4,
DEH_FP_47e29576_17441963_u0,DEH_FP_47e29576_17441963,missing_essential:침실,6,주방:1;기타:1;현관:1;다목적공간:1;화장실:1;거실:1
,DEH_FP_95a4f565_17442034,no_unit_with_entrance,5,
