sheet_id,confidence,scale_mm_per_px,bedroom_med_m2
APT_FP_ab845080_17447720,low,41.0091,67.3
APT_FP_abb11e6f_17434935,none,,
APT_FP_abff3330_17446927,none,,
APT_FP_ac221bd4_17434935,low,2.4845,0.8
APT_FP_ac2e0e4c_17438443,low,2.0615,0.4
APT_FP_acc09f7a_17434935,low,1.7324,0.4
APT_FP_ad1587e5_17446927,low,1.3212,0.2
APT_FP_ad2b5151_17434935,none,,
APT_FP_ad649c06_17441963,low,7.9596,9.3
APT_FP_adcec4e4_17441963,none,,
APT_FP_adf3b0e2_17446927,none,,
APT_FP_ae2c16b6_17446927,low,3.9141,0.6
APT_FP_ae49c706_17438514,none,,
APT_FP_ae5448ce_17446927,none,,
APT_FP_ae6142c2_17434935,low,2.1127,0.5
APT_FP_ae6e36e2_17446927,low,2.2713,0.2
APT_FP_ae8076ae_17438443,none,,
APT_FP_aeab0fdc_17447720,low,9.9356,5.8
APT_FP_afb5e19c_17434935,none,,
APT_FP_b0574d55_17434935,none,,
APT_FP_b05caaaf_17446941,none,,
APT_FP_b0867c86_17434935,none,,
APT_FP_b090929e_17434935,none,,
APT_FP_b0b721ff_17434935,none,,
APT_FP_b0f96df1_17446927,low,4.5639,0.8
APT_FP_b1d81487_17446927,none,,
APT_FP_b1fb00c8_17446941,low,1.4988,0.1
APT_FP_b2060abb_17446927,low,2.4956,1.1
APT_FP_b212fa78_17447720,low,11.4041,5.7
APT_FP_b22f19ca_17446927,low,3.9613,0.6
APT_FP_b252d8bd_17441963,none,,
APT_FP_b26a25bf_17434935,none,,
APT_FP_b2735e6e_17446927,low,3.7927,0.6
APT_FP_b28e29e4_17434935,low,7.7197,9.5
APT_FP_b3301fa9_17434935,none,,
APT_FP_b3430a04_17446927,low,4.4203,1.3
APT_FP_b3b785ca_17447720,none,,
APT_FP_b3cd2ec4_17446927,low,3.2628,0.7
APT_FP_b3f29ab2_17446941,low,4.5221,1.4
APT_FP_b3ffbc8e_17441963,none,,
APT_FP_b40aaf0a_17446927,none,,
APT_FP_b411e224_17446927,low,0.9837,0.0
APT_FP_b4132297_17434935,none,,
APT_FP_b42c7a95_17438514,low,18.2508,65.3
APT_FP_b433cc84_17434935,low,8.5735,18.2
APT_FP_b4abfb99_17447720,low,3.5992,1.0
APT_FP_b4c17e4d_17446927,none,,
APT_FP_b4fc2b4d_17447720,none,,
APT_FP_b5069e3c_17447720,low,2.1429,0.4
APT_FP_b51753b4_17434935,low,8.0876,12.2
APT_FP_b5851b21_17446927,low,4.1745,0.7
APT_FP_b5a197af_17446927,none,,
APT_FP_b5e5fca0_17447720,none,,
APT_FP_b5ea2b5a_17446927,low,4.8135,0.9
APT_FP_b66fda80_17446927,low,4.8659,3.4
APT_FP_b68eb77a_17434935,none,,
APT_FP_b71403d7_17441963,low,10.2089,26.4
APT_FP_b7499fbb_17446927,low,3.4624,0.8
APT_FP_b7626c88_17447720,low,2.6901,0.6
APT_FP_b7daef34_17447720,low,12.4545,6.0
APT_FP_b80bee65_17434935,low,1.1992,0.3
APT_FP_b81f61f4_17446927,low,4.4836,0.7
APT_FP_b8d5ddee_17447720,none,,
APT_FP_b8dee4b2_17446927,low,5.0141,0.9
APT_FP_b8ec3dac_17446927,low,3.8698,0.6
APT_FP_b93425ca_17447720,low,11.2977,4.8
APT_FP_b9a1e73c_17447720,none,,
APT_FP_b9a9a7c8_17446927,low,4.8573,0.8
APT_FP_b9c6c0ff_17446927,low,3.1275,0.4
APT_FP_ba50a954_17441963,none,,
APT_FP_ba510ad4_17434935,low,8.7572,8.6
APT_FP_ba698c4a_17447720,none,,
APT_FP_ba8ee6c8_17446927,none,,
APT_FP_baac005e_17438514,none,,
APT_FP_baba947b_17434935,none,,
APT_FP_bad062b1_17447720,none,,
APT_FP_bb650fcb_17447720,low,4.8305,2.0
APT_FP_bb843792_17447720,low,11.252,4.9
APT_FP_bbc347e6_17446927,none,,
APT_FP_bbdd2546_17434935,none,,
APT_FP_bbe4a961_17446927,none,,
APT_FP_bc025121_17434935,low,13.5313,9.4
APT_FP_bd50981b_17446927,low,8.9003,3.7
APT_FP_bdd51748_17446941,none,,
APT_FP_bddee69a_17446927,low,4.812,0.9
APT_FP_bdff5129_17446927,low,2.6784,0.3
APT_FP_bdff9b7f_17441963,none,,
APT_FP_be34a318_17441963,none,,
APT_FP_bec85235_17446927,low,1.1119,0.1
APT_FP_bee2b17c_17446927,low,3.9226,0.6
APT_FP_bf0351c4_17438514,none,,
APT_FP_bf187f64_17441963,none,,
APT_FP_bf2a945f_17446927,none,,
APT_FP_bf36a69f_17446927,low,4.1868,0.7
APT_FP_bf36b6d7_17446927,low,2.0153,0.3
APT_FP_bf53ce95_17447720,low,9.6669,5.6
APT_FP_bf7afa02_17446927,low,3.6691,0.6
APT_FP_bfa7e599_17447720,none,,
APT_FP_bfc1e684_17446927,none,,
APT_FP_c014fcbb_17447720,low,12.1232,5.5
APT_FP_c0a8771c_17447720,low,10.0319,3.9
APT_FP_c10c651f_17446927,none,,
APT_FP_c1238f8c_17446927,low,12.1158,5.8
APT_FP_c1410c71_17438514,none,,
APT_FP_c1619a58_17438514,none,,
APT_FP_c1c0e48f_17434935,low,5.9375,5.0
APT_FP_c1cdcded_17446927,none,,
APT_FP_c1f986ff_17434935,none,,
APT_FP_c28d2f43_17441963,none,,
APT_FP_c28e30e7_17446941,low,5.2487,0.9
APT_FP_c2e5b6a3_17446927,none,,
APT_FP_c2f38613_17434935,none,,
APT_FP_c32e13b7_17434935,low,2.4896,0.6
APT_FP_c33d561e_17441963,low,8.0107,9.3
APT_FP_c3671434_17446927,none,,
APT_FP_c3bacadc_17446927,none,,
APT_FP_c3ea5df0_17446927,low,4.9704,0.9
APT_FP_c42d9d1a_17447720,none,,
APT_FP_c48a1c3c_17447720,none,,
APT_FP_c528ddc2_17434935,none,,
APT_FP_c5439687_17446927,low,4.534,0.9
APT_FP_c5721f18_17438514,none,,
APT_FP_c5a8c86f_17446927,low,4.0226,0.6
APT_FP_c5d26cc9_17446927,low,13.5836,5.7
APT_FP_c5e9632a_17446927,low,5.1222,1.9
APT_FP_c62a4b85_17446927,low,3.1216,0.7
APT_FP_c63a40e5_17434935,none,,
APT_FP_c6ad9564_17447720,none,,
APT_FP_c6ca7fd3_17438514,low,8.4397,9.0
APT_FP_c727665d_17446941,none,,
APT_FP_c7cdeac1_17446927,low,3.3097,0.5
APT_FP_c7d53b95_17446927,none,,
APT_FP_c7dfce07_17438514,low,8.4644,5.5
APT_FP_c8d78445_17447720,none,,
APT_FP_c8e57520_17446927,low,4.4891,0.7
APT_FP_c8ec173f_17447720,none,,
APT_FP_c910f47f_17446927,none,,
APT_FP_c92c6de0_17441963,none,,
APT_FP_c950bdd2_17446927,low,2.6341,0.3
APT_FP_c9744bc9_17441963,none,,
APT_FP_c994b2c9_17446927,none,,
APT_FP_ca72bc6a_17438443,low,23.6076,55.3
APT_FP_ca809707_17446927,none,,
APT_FP_cb5ed745_17446927,low,5.657,1.3
APT_FP_cc429aeb_17441963,low,8.4231,13.3
APT_FP_cc574e33_17446927,low,10.4619,6.0
APT_FP_cd266803_17438443,low,26.8732,70.0
APT_FP_cd4c4224_17447720,low,9.5465,5.3
APT_FP_cd6e5a06_17434935,none,,
APT_FP_cd78bcb9_17434935,none,,
APT_FP_cd9d4b96_17446927,low,5.657,1.3
APT_FP_cdd19b15_17438514,none,,
APT_FP_cdd3be90_17441963,none,,
APT_FP_ce9072d2_17439897,none,,
APT_FP_ced51260_17434935,none,,
APT_FP_cf35caed_17441963,low,7.404,17.4
APT_FP_cf5b6f60_17446927,low,3.3565,0.5
APT_FP_d0280a90_17446927,none,,
APT_FP_d09940b3_17446927,none,,
APT_FP_d1426183_17434935,none,,
APT_FP_d14d19e9_17446927,none,,
APT_FP_d1856cd9_17447720,low,3.1088,0.9
APT_FP_d197d337_17447720,none,,
APT_FP_d19db274_17446927,none,,
APT_FP_d1c4b210_17446927,none,,
APT_FP_d2759e88_17447720,low,4.6978,2.1
APT_FP_d292a77f_17441963,low,7.8734,7.6
APT_FP_d3027527_17441963,none,,
APT_FP_d30e8761_17441963,none,,
APT_FP_d317640b_17447720,none,,
APT_FP_d31be8c3_17446927,none,,
APT_FP_d34141f1_17441963,none,,
APT_FP_d3616c71_17441963,none,,
APT_FP_d38ec064_17434935,none,,
APT_FP_d38f9a73_17446927,low,4.7643,0.8
APT_FP_d3c0eb77_17446927,low,4.2379,0.6
APT_FP_d3ea63cd_17447720,low,10.1886,4.7
APT_FP_d4c3c8c3_17447720,none,,
APT_FP_d4ea7f0c_17439897,none,,
APT_FP_d4f65c93_17446927,low,1.8004,0.3
APT_FP_d58adb6a_17434935,low,12.8818,9.6
APT_FP_d5aaae66_17446927,low,9.6565,5.9
APT_FP_d5bf56b3_17446927,low,10.8817,5.0
APT_FP_d5c46e4c_17446927,none,,
APT_FP_d5f97877_17446927,none,,
APT_FP_d6b75add_17446927,none,,
APT_FP_d6b9f099_17447720,low,11.8522,5.2
APT_FP_d6e0dbb4_17446927,low,4.1335,0.6
APT_FP_d6e34a24_17441963,none,,
APT_FP_d76a3930_17446927,low,8.9515,4.6
APT_FP_d7ff12c7_17447720,low,3.0642,0.8
APT_FP_d85741cd_17446927,low,6.3118,1.6
APT_FP_d8630c45_17446927,low,2.0068,0.3
APT_FP_d86d1203_17446927,none,,
APT_FP_d89dce24_17446927,low,3.6194,1.1
APT_FP_d9c24123_17434935,none,,
APT_FP_da5c4704_17438514,none,,
APT_FP_daa0c59a_17446927,low,2.8249,0.8
APT_FP_dac33459_17446927,none,,
APT_FP_dbe09fd9_17446927,low,2.5583,0.7
APT_FP_dc3f59ed_17446927,low,4.9158,0.9
APT_FP_dc81f95e_17446927,low,3.032,0.6
APT_FP_dca7092a_17441963,none,,
APT_FP_dccec571_17434935,none,,
APT_FP_dce6891e_17446927,low,2.3109,0.4
APT_FP_dd68d1d1_17446927,low,4.2854,0.7
APT_FP_dd9172c6_17446941,low,3.2304,1.7
APT_FP_ddbeb9ab_17447720,low,8.1159,5.6
APT_FP_ddf5812c_17434935,low,2.8958,1.5
APT_FP_ddf59c69_17446927,low,4.0332,0.4
APT_FP_de57f27e_17434935,none,,
APT_FP_de71b76b_17447720,low,9.9508,5.3
APT_FP_de98c8aa_17447720,low,3.1246,0.5
APT_FP_dee937df_17446927,none,,
APT_FP_def00d6b_17447720,none,,
APT_FP_df4ae897_17441963,none,,
APT_FP_df6585bb_17446927,low,5.657,1.2
APT_FP_dfab1c3d_17446927,low,3.6579,0.9
APT_FP_dfdea22d_17438443,low,26.9132,51.4
APT_FP_e095a62d_17434935,none,,
APT_FP_e0ac7bb8_17438443,low,7.765,4.8
APT_FP_e0b01072_17434935,none,,
APT_FP_e1141f74_17446927,low,2.2584,0.3
APT_FP_e1383fc5_17434935,low,2.4069,0.7
APT_FP_e171d290_17446927,low,5.657,1.1
APT_FP_e1b3302e_17434935,none,,
APT_FP_e277c2ec_17441963,low,9.23,15.2
APT_FP_e2a19790_17447720,none,,
APT_FP_e2d084ba_17446941,low,10.0226,4.1
APT_FP_e307f52a_17447720,low,3.0855,0.8
APT_FP_e37e7412_17446927,low,4.4937,1.3
APT_FP_e3906ea8_17434935,none,,
APT_FP_e3b45399_17447720,none,,
APT_FP_e3e93246_17446927,low,4.1777,1.1
APT_FP_e42d2c87_17434935,low,3.7316,2.2
APT_FP_e4bf38db_17441963,low,8.0279,9.3
APT_FP_e548e321_17434935,none,,
APT_FP_e5888c70_17447720,none,,
APT_FP_e58e3ffe_17446927,low,4.2139,0.7
APT_FP_e5d4b8a7_17447720,none,,
APT_FP_e6e2df61_17441963,low,6.797,17.0
APT_FP_e7037257_17447720,low,1.4961,0.2
APT_FP_e70d8b29_17438514,low,30.0364,258.4
APT_FP_e733784c_17446927,low,4.2392,0.7
APT_FP_e7669227_17447720,low,10.7634,6.0
APT_FP_e7b6ae46_17447720,none,,
APT_FP_e8578ec3_17434935,none,,
APT_FP_e86d8b20_17446927,low,10.4519,6.0
APT_FP_e8c348cf_17434935,none,,
APT_FP_ea45ffd3_17447720,none,,
APT_FP_ea5484c0_17439897,none,,
APT_FP_ea816d85_17446927,low,4.2379,0.7
APT_FP_eb36ea41_17446941,none,,
APT_FP_eb48388b_17434935,none,,
APT_FP_ebc0256a_17446927,low,4.4891,0.8
APT_FP_ec37928f_17438514,low,23.2258,84.7
APT_FP_ecc6f2ee_17434935,none,,
APT_FP_ed276d74_17434935,none,,
APT_FP_ed3ba70d_17434935,low,6.2821,5.6
APT_FP_edd60c9f_17447720,none,,
APT_FP_eddd812c_17438443,low,7.7484,5.5
APT_FP_ee524d19_17434935,none,,
APT_FP_eed017a3_17438514,none,,
APT_FP_eef8fec6_17446927,low,2.5942,0.2
APT_FP_ef15656f_17434935,none,,
APT_FP_f0d19ac4_17446927,low,2.9199,0.4
APT_FP_f0d92121_17446927,low,2.3812,0.3
APT_FP_f1289cad_17447720,none,,
APT_FP_f20b8c49_17434935,none,,
APT_FP_f278ec79_17446927,low,0.9837,0.0
APT_FP_f27e0f65_17446927,low,4.2379,0.7
APT_FP_f2cda47b_17434935,none,,
APT_FP_f3059575_17446927,low,3.2917,0.4
APT_FP_f365e85c_17446927,low,2.4075,0.2
APT_FP_f391369a_17447720,none,,
APT_FP_f3cc46e5_17446927,low,4.8074,0.9
APT_FP_f42521a5_17447720,low,3.0503,0.9
APT_FP_f44d0c38_17446927,low,6.5395,3.1
APT_FP_f4ba7459_17447720,low,12.5953,5.9
APT_FP_f4ce49c7_17441963,none,,
APT_FP_f4fc0dd8_17446927,none,,
APT_FP_f5099cb1_17438514,none,,
APT_FP_f527b937_17438443,none,,
APT_FP_f577a5bd_17446927,none,,
APT_FP_f578afcf_17446927,none,,
APT_FP_f6039f88_17435728,none,,
APT_FP_f6362f38_17446927,low,3.2843,0.7
APT_FP_f63dcea3_17446927,low,4.9158,0.9
APT_FP_f64cc0e8_17438443,none,,
APT_FP_f71c84ba_17446927,low,3.155,0.7
APT_FP_f72ae336_17447720,none,,
APT_FP_f7366e87_17434935,none,,
APT_FP_f75691d6_17447720,none,,
APT_FP_f7e121c6_17438443,none,,
APT_FP_f884c158_17446927,none,,
APT_FP_f8b0637c_17446927,low,5.657,1.2
APT_FP_f8cb2905_17434935,low,7.9891,6.3
APT_FP_f91e8f95_17446927,none,,
APT_FP_f933946d_17446927,low,2.588,0.2
APT_FP_f938595a_17434935,none,,
APT_FP_fa02042e_17446927,low,4.2152,0.7
APT_FP_fa1c3a5c_17434935,none,,
APT_FP_fa735bbc_17447720,low,12.068,14.0
APT_FP_fa86dfd0_17446927,low,2.6784,0.3
APT_FP_fabc650a_17446927,low,5.2212,1.1
APT_FP_fb5653e8_17446927,low,4.5401,1.2
APT_FP_fb71a4fb_17446927,low,4.1668,0.7
APT_FP_fb9dd087_17446927,low,3.4001,0.8
APT_FP_fbe6279f_17446927,none,,
APT_FP_fc255eae_17438514,none,,
APT_FP_fc8f0cfc_17446927,none,,
APT_FP_fd5d889d_17446941,low,1.686,0.2
APT_FP_fe2b0d43_17446927,none,,
APT_FP_fe92e446_17446927,low,4.8135,0.9
APT_FP_ff2af046_17447720,low,11.4041,4.8
APT_FP_ff36030a_17447720,none,,
APT_FP_ff500c56_17434935,low,1.0612,0.2
APT_FP_ff6bc38a_17446927,low,4.4389,1.3
APT_FP_ff79b949_17446927,none,,
APT_FP_ff9a5ee9_17447720,low,3.5976,1.2
APT_FP_fff03c09_17446927,low,4.1975,1.0
DEH_FP_0003b6a2_17442034,none,,
DEH_FP_0312c4af_17441963,none,,
DEH_FP_03445500_17445033,none,,
DEH_FP_0a52929e_17441963,none,,
DEH_FP_0d61213f_17442034,none,,
DEH_FP_0dca9eec_17442034,none,,
DEH_FP_0fb823b6_17441963,none,,
DEH_FP_11535f8c_17442034,none,,
DEH_FP_12813e88_17441963,none,,
DEH_FP_13ad5854_17441963,none,,
DEH_FP_188bfb37_17442034,none,,
DEH_FP_189a1059_17445033,none,,
DEH_FP_1a074f74_17442034,none,,
DEH_FP_1b8ef69e_17446927,none,,
DEH_FP_1c28914b_17441963,none,,
DEH_FP_1de9227e_17442034,none,,
DEH_FP_1f11086a_17441963,none,,
DEH_FP_2102428e_17446927,none,,
DEH_FP_21d05e11_17446927,none,,
DEH_FP_21d5ffa3_17441963,none,,
DEH_FP_21fce6ce_17442034,none,,
DEH_FP_24598433_17442034,none,,
DEH_FP_249a3fc7_17441963,none,,
DEH_FP_25a96e00_17441963,none,,
DEH_FP_265049c4_17442034,low,1.6296,0.8
DEH_FP_2933e5f3_17442034,none,,
DEH_FP_29b65bca_17441963,none,,
DEH_FP_2a756d22_17441963,none,,
DEH_FP_2b5f0c55_17442034,none,,
DEH_FP_2b7d5aee_17441963,none,,
DEH_FP_2d080797_17441963,none,,
DEH_FP_2d68ce05_17445033,none,,
DEH_FP_2dcc2058_17442034,low,6.4924,16.7
DEH_FP_2edb59cc_17445033,none,,
DEH_FP_30a2f9a9_17445033,none,,
DEH_FP_33de6191_17442034,none,,
DEH_FP_34bfab9a_17441963,none,,
DEH_FP_353dcadc_17441963,none,,
DEH_FP_35548713_17442034,none,,
DEH_FP_38b20f9e_135468663,none,,
DEH_FP_395a1d88_17441963,none,,
DEH_FP_40136a19_17442034,none,,
DEH_FP_41e61125_17442034,low,1.4064,0.5
DEH_FP_43284531_17441963,none,,
DEH_FP_43afc655_17434935,none,,
DEH_FP_45e511ba_17442034,none,,
DEH_FP_4601ff6c_17442034,none,,
DEH_FP_4651f46d_17442034,low,1.7506,0.4
DEH_FP_48a405a0_17434935,none,,
DEH_FP_4a36eeac_17442034,none,,
DEH_FP_4d2b5aa7_17441963,none,,
DEH_FP_4deddb67_17441963,none,,
DEH_FP_4f48fecc_17442034,none,,
DEH_FP_51105ce0_17445033,none,,
DEH_FP_530e3800_17442034,low,1.5299,0.6
DEH_FP_53761bc5_17441963,none,,
DEH_FP_57a65542_17442034,none,,
DEH_FP_57ec197f_17445033,none,,
DEH_FP_589fbe5c_17442034,none,,
DEH_FP_5a5c8486_17445033,none,,
DEH_FP_5b4795bc_17446927,none,,
DEH_FP_5b72ae18_17442034,none,,
DEH_FP_5d98fa98_17441963,none,,
DEH_FP_5e704d33_17446927,none,,
DEH_FP_5ea22442_17441963,none,,
DEH_FP_5eaaa27c_17441963,none,,
DEH_FP_617cf92a_17441963,none,,
DEH_FP_6214131d_17442034,none,,
DEH_FP_625e283d_17442034,none,,
DEH_FP_6264552a_17441963,none,,
DEH_FP_684efa67_8703024,low,6.5217,0.7
DEH_FP_6b6d048e_17442034,none,,
DEH_FP_6cbaef11_17442034,none,,
DEH_FP_6e6f8e72_17441963,none,,
DEH_FP_6fba9c44_17441963,none,,
DEH_FP_71bfb97e_17441963,none,,
DEH_FP_7257a703_17442034,none,,
DEH_FP_727cb0ac_17442034,none,,
DEH_FP_729c132b_17441963,none,,
DEH_FP_730b1e33_17445033,none,,
DEH_FP_740f6f38_17441963,none,,
DEH_FP_752a9386_17442034,none,,
DEH_FP_752b5066_17434935,none,,
DEH_FP_7650dd4f_17442034,none,,
DEH_FP_78c9e143_17441963,none,,
DEH_FP_79341d22_17441963,none,,
DEH_FP_79697a35_17442034,none,,
DEH_FP_7b97718c_17442034,none,,
DEH_FP_7baf6a35_17442034,none,,
DEH_FP_7e159604_17442034,none,,
DEH_FP_8273860b_17442034,none,,
DEH_FP_843ae3bf_17446927,none,,
DEH_FP_84cc8597_17442034,none,,
DEH_FP_84d8a8dc_17442034,none,,
DEH_FP_8598f3c8_17445033,none,,
DEH_FP_85d4e816_17446927,none,,
DEH_FP_8674dc7e_17441963,none,,
DEH_FP_86be7934_17441963,none,,
DEH_FP_8b278db2_17441963,none,,
DEH_FP_8ee6765f_17441963,none,,
DEH_FP_8f768080_17445033,none,,
DEH_FP_923db380_17442034,none,,
DEH_FP_928b0b31_17442034,none,,
DEH_FP_92c4a4f3_17441963,none,,
DEH_FP_95538f63_17441963,none,,
DEH_FP_9784abd3_135468663,none,,
DEH_FP_97e667d4_17446927,none,,
DEH_FP_981b27ed_17442034,none,,
DEH_FP_98f4ca52_17441963,none,,
DEH_FP_99d2f240_17442034,none,,
DEH_FP_9ab6324e_17441963,none,,
DEH_FP_9ba18f26_17441963,none,,
DEH_FP_9bcf32b3_17441963,none,,
DEH_FP_9cac369b_17446927,low,1.6405,0.4
DEH_FP_9d07eed4_17442034,none,,
DEH_FP_9d6f8db5_17441963,none,,
DEH_FP_9dfc9d02_17442034,none,,
DEH_FP_9e101ec4_17441963,none,,
DEH_FP_9e5d7b54_17441963,none,,
DEH_FP_a046dfb5_17442034,none,,
DEH_FP_a10c3ad4_17441963,none,,
DEH_FP_a2443cd3_17442034,none,,
DEH_FP_a3706bdb_17434935,none,,
DEH_FP_a5499605_17441963,none,,
DEH_FP_a556c7c6_17442034,none,,
DEH_FP_a5dca2af_17441963,none,,
DEH_FP_a7aefc14_17441963,none,,
DEH_FP_a7c19ab5_17445033,none,,
DEH_FP_a85cc89d_17441963,none,,
DEH_FP_a891f660_17441963,none,,
DEH_FP_a92a9f04_17441963,none,,
DEH_FP_ac333ea7_17441963,none,,
DEH_FP_acb2f350_17442034,low,4.2333,9.0
DEH_FP_acc505f0_17442034,none,,
DEH_FP_ad7c7028_17442034,none,,
DEH_FP_ade77371_17441963,none,,
DEH_FP_adfa5a8a_17441963,none,,
DEH_FP_af6ef5ab_17446927,low,6.5574,4.2
DEH_FP_b077eb74_17445033,none,,
DEH_FP_b23a2022_17442034,none,,
DEH_FP_b3dbc078_17442034,none,,
DEH_FP_b3e48bec_17441963,none,,
DEH_FP_b4d0e0d9_17441963,none,,
DEH_FP_b517d85a_17442034,none,,
DEH_FP_b70befc2_17441963,none,,
DEH_FP_b7b2dfcc_17445033,none,,
DEH_FP_b7ee022c_17442034,none,,
DEH_FP_b8446b03_17442034,none,,
DEH_FP_b9b84b8a_17442034,none,,
DEH_FP_bacb0f93_17442034,none,,
DEH_FP_bcfc696f_17445033,none,,
DEH_FP_be1e3b78_17445033,none,,
DEH_FP_bf318123_17442034,none,,
DEH_FP_bff49708_17441963,none,,
DEH_FP_c0ba3314_17441963,none,,
DEH_FP_c18978f0_17446927,none,,
DEH_FP_c2b30747_17441963,low,0.6021,0.0
DEH_FP_c492380c_17441963,none,,
DEH_FP_c53848b2_17441963,none,,
DEH_FP_c6963824_17441963,none,,
DEH_FP_c79d62f4_17441963,none,,
DEH_FP_c7b49fd5_17441963,none,,
DEH_FP_c89aed2f_17441963,none,,
DEH_FP_ca332efd_17441963,none,,
DEH_FP_ccc1eeba_17441963,none,,
DEH_FP_ccdd8f66_17441963,none,,
DEH_FP_cd5d1c6a_17441963,none,,
DEH_FP_cdb3c1f1_17442034,none,,
DEH_FP_cde66771_17441963,none,,
DEH_FP_d2bc0cd9_17445033,none,,
DEH_FP_d481c8cb_17441963,none,,
DEH_FP_d5c3484e_17441963,none,,
DEH_FP_d747a0cc_17446927,none,,
DEH_FP_d7b1f55c_17442034,none,,
DEH_FP_d9757cec_17441963,none,,
DEH_FP_da000c55_17441963,none,,
DEH_FP_da5c69b5_17442034,none,,
DEH_FP_db612f68_17442034,none,,
DEH_FP_db8b6fda_17441963,none,,
DEH_FP_dd48e238_17442034,none,,
DEH_FP_dd612f6c_17441963,none,,
DEH_FP_de724fb8_17441963,none,,
DEH_FP_debdef39_17442034,none,,
DEH_FP_e09e0361_135468663,none,,
DEH_FP_e3635c15_17441963,none,,
DEH_FP_e3e04df5_17441963,none,,
DEH_FP_e3ff6991_17441963,none,,
DEH_FP_e443feda_17442034,none,,
DEH_FP_e49f23bf_17445033,none,,
DEH_FP_e4ff4cc4_17446927,none,,
DEH_FP_e7f8cbf9_17441963,none,,
DEH_FP_e981b8d2_17442034,none,,
DEH_FP_ea2f9339_17441963,none,,
DEH_FP_eb65dec8_17445033,none,,
DEH_FP_ece41985_17441963,none,,
DEH_FP_ef154093_17441963,none,,
DEH_FP_f16a3c64_17446927,none,,
DEH_FP_f2aa9845_17441963,none,,
DEH_FP_f2c5130f_17441963,none,,
DEH_FP_f2e2dd5c_17441963,none,,
DEH_FP_f7ea134a_17442034,none,,
DEH_FP_f9274050_17441963,none,,
DEH_FP_fa2c58a2_17442034,none,,
DEH_FP_fa8eedc9_17441963,none,,
DEH_FP_faa0d741_17442034,none,,
DEH_FP_fc7a85f1_17441963,none,,
DEH_FP_fcdd2aff_17446927,none,,
DEH_FP_fde12447_17442034,none,,
ROW_FP_00148325_17442034,none,,
ROW_FP_0067c8de_17442034,none,,
ROW_FP_00ab57d1_17442034,low,5.2518,5.2
ROW_FP_013a96ba_17442034,none,,
ROW_FP_024f77db_17441963,none,,
ROW_FP_02629598_17442034,none,,
ROW_FP_05634e48_17442034,none,,
ROW_FP_05afd3da_17441963,low,7.8966,2.4
ROW_FP_06685d0a_17442034,none,,
ROW_FP_078f3327_17441977,none,,
ROW_FP_0914d2a2_17441963,none,,
ROW_FP_092104a9_17441963,low,3.4608,0.5
ROW_FP_0974ab2e_17441963,none,,
ROW_FP_0a74d440_17442034,none,,
ROW_FP_0b50b3ed_17442034,none,,
ROW_FP_0b61494b_17441963,none,,
ROW_FP_1021cd64_17442034,none,,
ROW_FP_12d727bc_17442034,none,,
ROW_FP_150fd086_17441963,none,,
ROW_FP_160a6497_17441963,none,,
ROW_FP_17c70e11_17441963,low,7.7493,2.3
ROW_FP_18034bd3_17441977,none,,
ROW_FP_1816cc10_17441963,low,3.2478,1.0
ROW_FP_1a0e389e_17442034,none,,
ROW_FP_1a1df8c7_17442034,none,,
ROW_FP_1e57d56d_17441963,none,,
ROW_FP_204f4b2c_17441963,none,,
ROW_FP_206c431a_17442034,none,,
ROW_FP_2120cda2_17441963,low,1.9498,1.0
ROW_FP_217e7a35_17442034,none,,
ROW_FP_22b68a15_17441977,low,1.302,0.2
ROW_FP_234b649e_17441963,none,,
ROW_FP_23c82951_17441963,none,,
ROW_FP_23cb3f74_17441963,low,7.6724,2.3
ROW_FP_241378c9_17442034,low,1.7836,0.6
ROW_FP_2816ae3b_17442034,low,4.5852,4.6
ROW_FP_28744b32_17442034,none,,
ROW_FP_295bb3b3_17442034,none,,
ROW_FP_2b3942e2_17441963,low,14.9749,14.7
ROW_FP_2d077865_17441963,none,,
ROW_FP_2e840feb_17441963,none,,
ROW_FP_2fc6e053_17442034,low,4.5252,2.8
ROW_FP_3181165c_17442034,low,1.9541,0.7
ROW_FP_3222b8c6_17441963,none,,
ROW_FP_32815e11_17441977,low,15.0304,14.2
ROW_FP_336391ca_17441963,none,,
ROW_FP_33b8de64_17442034,none,,
ROW_FP_34d02c7f_17441977,none,,
ROW_FP_3554a148_17441963,none,,
ROW_FP_35bda8b6_17441977,none,,
ROW_FP_36187e08_17441963,low,8.0952,2.7
ROW_FP_39dffa54_17442034,none,,
ROW_FP_3a3a5178_17442034,none,,
ROW_FP_3a74a6cb_17442034,low,4.221,2.8
ROW_FP_3c0f542e_17442034,low,1.9532,0.7
ROW_FP_3c486bf7_17442034,none,,
ROW_FP_3cc6e2bc_17441977,none,,
ROW_FP_3d3f24bc_17442034,none,,
ROW_FP_3f00b9c2_17441963,low,14.9939,14.1
ROW_FP_41122aad_17441963,none,,
ROW_FP_42b6f638_17441977,none,,
ROW_FP_43fab224_17441963,none,,
ROW_FP_461dd460_17441963,none,,
ROW_FP_46cc8d0c_17442034,none,,
ROW_FP_46f9cd31_17441963,none,,
ROW_FP_488972c1_17441963,none,,
ROW_FP_48ce95d0_17442034,low,4.5252,2.8
ROW_FP_4946d5ec_17441977,none,,
ROW_FP_496da0b0_17441963,none,,
ROW_FP_496dc2c4_17441963,low,34.959,107.5
